Afrika	Afrique
Fatima bint Muhammed	Fatima Zahra
Kilometar na sat	Kilomètre par heure
Tabela matematičkih simbola	Table des symboles mathématiques
Bitka za Iwo Jimu	Bataille d'Iwo Jima
Sedimenti	Sédiment
Nogometna reprezentacija Hondurasa	Équipe du Honduras de football
Rimski forum	Forum Romain (Rome)
Amfitrita	Amphitrite
Smallville	Smallville
Unutrašnja energija	Énergie interne
Goriva ćelija	Pile à combustible
Adsorpcija	Adsorption
Erinije	Érinyes
Gary Sinise	Gary Sinise
Northrop Grumman B-2	Northrop B-2 Spirit
Mojre	Moires
Espresso	Expresso
Bosanska Dubica	Kozarska Dubica
AS Monaco FC	Association sportive de Monaco football club
Drakeova jednačina	Équation de Drake
Aragorn	Aragorn
Foča	Foča
Falanga	Phalange (Antiquité)
Gagauzi	Gagaouzes
Jugo	Sirocco
Frank Gehry	Frank Gehry
Evropski put E58	Route européenne 58
433. p. n. e.	433 av. J.-C.
Frédéric Passy	Frédéric Passy
Ross County FC	Ross County Football Club
Eduardo da Silva	Eduardo Alves da Silva
Aristotel Onassis	Aristote Onassis
Pravedne halife	Rachidun
Spisak borilačkih vještina po zemljama	Liste des arts martiaux et sports de combat
Juan Martín del Potro	Juan Martín del Potro
Meandar	Méandre
Prizma	Prisme (solide)
Helicobacter pylori	Helicobacter pylori
Philip Seymour Hoffman	Philip Seymour Hoffman
Evropsko prvenstvo u nogometu 1996.	Championnat d'Europe de football 1996
Krajnici	Tonsille
Vlažnost	Hygrométrie
Melanom	Mélanome
Genetički kod	Code génétique
Stephen Jay Gould	Stephen Jay Gould
Distribuirano računarstvo	Calcul distribué
Tigran Petrosjan	Tigran Petrossian
Occupy Wall Street	Occupy Wall Street
Mlat	Fléau d'armes
14. vijek p. n. e.	XIVe siècle av. J.-C.
Spisak MOK-ovih skraćenica za države	Liste des codes pays du CIO
84. dodjela @@@u0026Oscara"	84e cérémonie des Oscars
Kvalifikacije za Evropsko prvenstvo u nogometu 2012.	Éliminatoires du championnat d'Europe de football 2012
Računarski crv	Ver informatique
Zastava Surinama	Drapeau du Suriname
Princ od Velsa	Prince de Galles
Bosanska Gradiška	Gradiška
Svjetsko prvenstvo u rukometu 1970.	Championnat du monde de handball masculin 1970
Modriča	Modriča
Mark Spitz	Mark Spitz
Teslić	Teslić
Sokolac	Sokolac (République serbe de Bosnie)
Skåne	Scanie
Kotor-Varoš	Kotor Varoš
Angina pectoris	Angine de poitrine
Distopija	Dystopie
Turkozna (cijan)	Cyan
Beretta ARX 160	Beretta ARX 160
Nacionalna galerija	National Gallery
Rogatica	Rogatica
Nogometna reprezentacija Andore	Équipe d'Andorre de football
Nogometna reprezentacija Azerbejdžana	Équipe d'Azerbaïdjan de football
Tiristor	Thyristor
Ustiprača	Ustiprača
Logos	Logos
Charlotte Perrelli	Charlotte Perrelli
Nogometna reprezentacija Bugarske	Équipe de Bulgarie de football
Nogometna reprezentacija Velsa	Équipe du pays de Galles de football
Roger Waters	Roger Waters
Pantera (grupa)	Pantera
Bijekcija	Bijection
Pafos	Paphos (ville)
Natalie Wood	Natalie Wood
Mastaba	Mastaba
Kriptozoologija	Cryptozoologie
Hromatin	Chromatine
Fakultet	Faculté (éducation)
Andrew Lloyd Webber	Andrew Lloyd Webber
Antonio Cassano	Antonio Cassano
Broad Peak	Broad Peak
Solipsizam	Solipsisme
Hiperbola (figura)	Hyperbole (rhétorique)
Abu Musab al-Zarqawi	Abou Moussab Al-Zarqaoui
Joli OS	Jolicloud
Lucidni snovi	Rêve lucide
Mokraćni sistem	Appareil urinaire
Balučistan	Baloutchistan
Zastava Svetog Kristofora i Nevisa	Drapeau de Saint-Christophe-et-Niévès
Moldavski lev	Leu moldave
T-70	T-70
Glutaminska kiselina	Acide glutamique
Grb Mađarske	Armoiries de la Hongrie
Grb Grčke	Armoiries de la Grèce
Muavija ibn Ebu-Sufjan	Muʿawiya Ier
Računarska dizajn šema	Patron de conception
Bulići (čvor)	Bulići
Hasan Nasralah	Hassan Nasrallah
Nogometna reprezentacija Bosne i Hercegovine	Équipe de Bosnie-Herzégovine de football
HNK Hajduk Split	HNK Hajduk Split
Beg	Bey (titre)
Anoda	Anode
Drveni puhački instrumenti	Bois (musique)
Cerovac (čvor)	Cerovac
XXXII olimpijske igre - Tokyo 2020.	Jeux olympiques d'été de 2020
Enzo Ferrari	Enzo Ferrari
Njemačka književnost	Littérature de langue allemande
Stalagmit	Stalagmite
Insekticid	Insecticide
Bernoullijeva jednačina	Théorème de Bernoulli
Dakar Reli	Rallye Dakar
Patrijarhat (sociologija)	Patriarcat (sociologie)
Trnava (regija)	Région de Trnava
Biotin	Vitamine B8
Harpija	Harpies
Skalarni proizvod	Produit scalaire
Osmaniye	Osmaniye
Fiber Distributed Data Interface	Fiber Distributed Data Interface
Magnetit	Magnétite
Loftus Versfeld stadion	Loftus Versfeld Stadium
Žumance	Jaune d'œuf
Stadion Free State	Free State Stadium
Stadion Nelson Mandela Bay	Nelson Mandela Bay Stadium
Galeon	Galion
Oranje (rijeka)	Orange (fleuve)
Cotopaxi	Cotopaxi
Visoka peć	Haut fourneau
Spolni dimorfizam	Dimorphisme sexuel
Vanzemaljci	Vie extraterrestre
Rat u Bosni i Hercegovini	Guerre de Bosnie-Herzégovine
RSA	Chiffrement RSA
Kralj Lear	Le Roi Lear
Bronhi	Bronche
Katarina Podjebradska	Catherine de Poděbrady
Nicolas Léonard Sadi Carnot	Sadi Carnot (physicien)
FireWire	FireWire
Karbonat	Carbonate
Charles Fourier	Charles Fourier
Pretorijanci	Garde prétorienne
Horizont događaja	Horizon (trou noir)
Mauricije	Maurice Ier (empereur byzantin)
Koloid	Colloïde
Android	Androïde
Tupoljev Tu-95	Tupolev Tu-95
Dan svetog Patrika	Fête de la Saint-Patrick
Piper PA-34 Seneca	Piper PA-34
Nekrofilija	Nécrophilie
Civilno društvo	Société civile
Zlatni globus za najboljeg glumca - komedija ili mjuzikl	Golden Globe du meilleur acteur dans un film musical ou une comédie
Sven I, kralj Danske	Sven Ier de Danemark
Polimerizacija	Polymérisation
Nogometna reprezentacija Alžira	Équipe d'Algérie de football
Herbarij	Herbier
Mihailo Atalijat	Michel Attaleiatès
Branislav Ivanović	Branislav Ivanović
Nogometna reprezentacija Nigerije	Équipe du Nigeria de football
Bohajsko more	Mer de Bohai
Atlantska povelja	Charte de l'Atlantique
Injektivna funkcija	Injection (mathématiques)
Galileo (letjelica)	Galileo (sonde spatiale)
Antonio Stradivari	Antonio Stradivari
Lockheed C-5 Galaxy	Lockheed C-5 Galaxy
Leda (mitologija)	Léda (mythologie)
Marija Medici	Marie de Médicis
Lockheed C-130 Hercules	Lockheed C-130 Hercules
Najade (mitologija)	Naïades
Prisoja (čvor)	Prisoja
Leon Battista Alberti	Leon Battista Alberti
UEFA Intertoto kup	Coupe Intertoto
Nogometna reprezentacija Čehoslovačke	Équipe de Tchécoslovaquie de football
Kredit	Crédit
Ellis Park stadion	Ellis Park Stadium
Tobruk	Tobrouk
Tantal (mitologija)	Tantale fils de Zeus
Mila Rodino	Mila Rodino
Giovanni Pico della Mirandola	Jean Pic de la Mirandole
Metropolitan Area Network	Réseau métropolitain
Morihej Uešiba	Morihei Ueshiba
Valois (dinastija)	Maison capétienne de Valois
Spisak švedskih kraljeva	Liste des monarques de Suède
Premijer liga Rusije	Championnat de Russie de football
Nitrat	Nitrate
GameCube	GameCube
Zijevanje	Bâillement
Evropsko prvenstvo u nogometu 1980.	Championnat d'Europe de football 1980
Evropsko prvenstvo u nogometu 1968.	Championnat d'Europe de football 1968
Evropsko prvenstvo u nogometu 1964.	Championnat d'Europe de football 1964
Albit	Albite
Rasterska grafika	Image matricielle
Iredentizam	Irrédentisme
Antikitera mehanizam	Machine d'Anticythère
Op art	Op Art
Univerzalna plinska konstanta	Constante universelle des gaz parfaits
Vitamin K	Vitamine K
Osinja	Osinja
Nijagara	Niagara (rivière)
Jadarit	Jadarite
Lirska pjesma	Lyrisme
Evropsko prvenstvo u nogometu 1972.	Championnat d'Europe de football 1972
Grb Kazahstana	Armoiries du Kazakhstan
Okeanide	Océanides
Reality show	Téléréalité
Spisak gradova u Bugarskoj	Villes de Bulgarie
Silistra	Silistra
Metar u sekundi	Mètre par seconde
Plastična hirurgija	Chirurgie plastique
Adijabatski proces	Processus adiabatique
Wilt Chamberlain	Wilt Chamberlain
Júlio César Soares de Espíndola	Júlio César Soares Espíndola
Hidrografija	Hydrographie
Interkontinentalni kup (nogomet)	Coupe intercontinentale
NVIDIA	Nvidia
Bing	Bing (moteur de recherche)
Zajednica država portugalskog govornog područja	Communauté des pays de langue portugaise
Anđeli i demoni	Anges et Démons (roman)
Zastava Fidžija	Drapeau des Fidji
Bojni brod	Cuirassé
MESSENGER	MESSENGER
Stilska figura	Figure de style
Robert Goddard	Robert Goddard (physicien)
William Morris	William Morris
Grafik funkcije	Graphe d'une fonction
Martin Höllwarth	Martin Höllwarth
Jane Seymour	Jeanne Seymour
Ta’if	Taïf
John Glenn	John Glenn
Svjetsko prvenstvo u atletici	Championnats du monde d'athlétisme
Chipset	Chipset
Harper Lee	Harper Lee
Zoonoze	Zoonose
Klasični japanski jezik	Ancien japonais
Etta James	Etta James
Nogometna reprezentacija Srbije	Équipe de Serbie de football
Evropsko prvenstvo u nogometu 1984.	Championnat d'Europe de football 1984
12 crteža Muhameda	Caricatures de Mahomet du journal Jyllands-Posten
Zastava Južnog Sudana	Drapeau du Soudan du Sud
Himera	Chimère (mythologie)
Zimbabveanski dolar	Dollar du Zimbabwe
Kill 'Em All	Kill 'Em All
Koncert	Concert
Luj II, kralj Zapadne Franačke	Louis II le Bègue
Jean Baudrillard	Jean Baudrillard
Kalcij hidroksid	Hydroxyde de calcium
Korintski kanal	Canal de Corinthe
Wankelov motor	Moteur Wankel
Bolen	Aspe (poisson)
Gornja vilica	Os maxillaire
Karantena	Quarantaine
Hasan ibn Ali	Al-Hassan ibn Ali
Gondola	Gondole
Fluorescentna cijev	Tube fluorescent
FK Rostov	FK Rostov
Procesorska arhitektura x86	X86
Zaljubljeni Shakespeare	Shakespeare in Love
Vatikanski muzeji	Musées du Vatican
Majmuni Starog svijeta	Cercopithecidae
Crvenookica	Gardon (poisson)
Uracil	Uracile
Helena Paparizou	Élena Paparízou
Vazopresin	Vasopressine
Bendi	Bandy
Reiki	Reiki
Šesto čulo (film)	Sixième Sens (film)
Interpreter	Interprète (informatique)
Narednik James	Démineurs
Nema zemlje za starce (film)	No Country for Old Men
Izabela II, kraljica Španije	Isabelle II
Ratatouille	Ratatouille
Duško Dugouško	Bugs Bunny
Bora Bora	Bora-Bora
Gastritis	Gastrite
Sepsa	Sepsis
Trenčin (regija)	Région de Trenčín
Epiktet	Épictète
Mars Reconnaissance Orbiter	Mars Reconnaissance Orbiter
Gilbert Keith Chesterton	G. K. Chesterton
Evropska konvencija o ljudskim pravima	Convention européenne des droits de l'homme
Institut polytechnique des sciences avancées	Institut polytechnique des sciences avancées
Međunarodni krivični sud za bivšu Jugoslaviju	Tribunal pénal international pour l'ex-Yougoslavie
Tolerancija	Tolérance
Karlo IV, kralj Španije	Charles IV (roi d'Espagne)
Samuel Colt	Samuel Colt
Friz	Frise (architecture)
Geografski pol	Pôle géographique
Feba (mitologija)	Phébé (Titanide)
Noć Ašure	Achoura
Diktator	Dictateur (sens moderne)
Gomolj	Tubercule
Nogometna reprezentacija Ermenije	Équipe d'Arménie de football
Federalni gradovi u Rusiji	Villes fédérales de Russie
Utočište Charenton	Hôpital Esquirol
Majdan (čvor)	Majdan
16. vijek p. n. e.	XVIe siècle av. J.-C.
Alfred North Whitehead	Alfred North Whitehead
20. vijek p. n. e.	XXe siècle av. J.-C.
Flip-flop	Bascule (circuit logique)
Termohemija	Thermochimie
EMI	EMI Group
Bušena kartica	Carte perforée
Ostrva privjetrine	Îles du Vent (Antilles)
Hiron	Chiron (mythologie)
Spisak portugalskih kraljeva	Liste des monarques de Portugal
Nina Dobrev	Nina Dobrev
Justin I	Justin Ier
Arhitrav	Architrave
Nogometna reprezentacija Kazahstana	Équipe du Kazakhstan de football
Dezertifikacija	Désertification
Grafički procesor	Processeur graphique
Demiurg	Démiurge
Margaret Atwood	Margaret Atwood
Bratislava (regija)	Région de Bratislava
Ethelred Nespremni	Æthelred le Malavisé
Bar (čvor)	Bar
130te p. n. e.	Années 130 av. J.-C.
Buffy, ubica vampira	Buffy contre les vampires
130te	Années 130
Leona Lewis	Leona Lewis
Philip Johnson	Philip Johnson
Triskelion	Triskèle
Voajerizam	Voyeurisme
Pirati s Kariba: Na čudnijim plimama	Pirates des Caraïbes : La Fontaine de jouvence
Velika džamija u Damasku	Grande Mosquée des Omeyyades
Chupacabra	Chupacabra
Zamajac	Volant d'inertie
Ferdinand, car Austrije	Ferdinand Ier d'Autriche
Halva	Halva
Transfuzija krvi	Transfusion sanguine
Banska Bistrica (regija)	Région de Banská Bystrica
Franjo Tuđman	Franjo Tuđman
Last.fm	Last.fm
Svjetski dan voda	Journée mondiale de l'eau
Piezoelektricitet	Piézoélectricité
Alija Izetbegović	Alija Izetbegović
Metalcore	Metalcore
Lovac u žitu	L'Attrape-cœurs
Mamalogija	Mammalogie
Tuamotu	Archipel des Tuamotu
David Trézéguet	David Trezeguet
Rumelija	Roumélie
Zenica	Zenica
Aubagne	Aubagne
Autonomni okruzi u Rusiji	Districts autonomes de Russie
Seleuk I Nikator	Séleucos Ier
Spisak gradova u Danskoj	Villes du Danemark
UEFA Liga prvaka 2009/2010.	Ligue des champions de l'UEFA 2009-2010
Drugi balkanski rat	Deuxième Guerre balkanique
Labradorsko more	Mer du Labrador
Barit	Barytine
Automatizacija	Automation
Makrofag	Macrophage
Théodore Géricault	Théodore Géricault
Tetija (mitologija)	Téthys (mythologie)
Gilles Deleuze	Gilles Deleuze
Žilina (regija)	Région de Žilina
Teja	Théia
Salmonidae	Salmonidae
Luminiscencija	Luminescence
Grb Hrvatske	Armoiries de la Croatie
Djevojka od milion dolara	Million Dollar Baby
Zastava Dominikanske Republike	Drapeau de la République dominicaine
Nogometna reprezentacija Luksemburga	Équipe du Luxembourg de football
Zastava Grenlanda	Drapeau du Groenland
Grb Latvije	Armoiries de la Lettonie
Zastava Trinidada i Tobaga	Drapeau de Trinité-et-Tobago
Šah (titula)	Chah
Eliptična galaksija	Galaxie elliptique
Greben	Récif
Natrij nitrat	Nitrate de sodium
Rock Hudson	Rock Hudson
Yes (grupa)	Yes
Nogometna reprezentacija Norveške	Équipe de Norvège de football
Katapult (oružje)	Catapulte
Propolis	Propolis
Bazilika Saint-Denis	Basilique Saint-Denis
Rat na Pacifiku	Guerre du Pacifique
Delta Dunava	Delta du Danube
Tetida (grčka mitologija)	Thétis
Medovina	Hydromel
OpenDocument	OpenDocument
Scenska umjetnost	Spectacle vivant
Lockheed F-117	Lockheed Martin F-117 Nighthawk
Ivan Skot Eriugena	Jean Scot Érigène
Džamija Selimija	Mosquée Selimiye
Nitra (regija)	Région de Nitra
Apsolutna monarhija	Absolutisme
Irida (mitologija)	Iris (mythologie)
Zastava Svetog Vincenta i Grenadina	Drapeau de Saint-Vincent-et-les-Grenadines
Zastava Svete Lucije	Drapeau de Sainte-Lucie
Nogometna reprezentacija Irana	Équipe d'Iran de football
Ekspertni sistemi	Système expert
Treset	Tourbe
Kalij-hlorid	Chlorure de potassium
Konzervatorijum	École supérieure de musique
Donald Rumsfeld	Donald Rumsfeld
Toksin	Toxine
Impotencija	Impuissance sexuelle
Informacijsko društvo	Société de l'information
Kolonizacija Amerike	Colonisation européenne des Amériques
Fagocitoza	Phagocytose
Codec	Codec
Slavoj Žižek	Slavoj Žižek
Rana	Plaie
Kodiranje	Codage des caractères
Kum 2	Le Parrain 2
Fosfatna kiselina	Acide phosphorique
CAD	Conception assistée par ordinateur
Tom Waits	Tom Waits
Biocenoza	Biocénose
Prerafaeliti	Préraphaélisme
The Sims	Les Sims
Lignin	Lignine
Apertium	Apertium
Nintendo 64	Nintendo 64
Krijumčaranje	Contrebande
Istrebljivač	Blade Runner (film)
Boeing B-29	Boeing B-29 Superfortress
Eulerova formula	Formule d'Euler
Rimska književnost	Littérature latine
Reductio ad absurdum	Raisonnement par l'absurde
David Fincher	David Fincher
Till the World Ends	Till the World Ends
Paša	Pacha (titre)
Grb Izraela	Armoiries d'Israël
Boeing B-17	Boeing B-17 Flying Fortress
Mylene Farmer	Mylène Farmer
Kontinentalna klima	Climat continental
Vrijeme (šah)	Temps (échecs)
Rainier III, knez Monaka	Rainier III
FPS	Jeu de tir à la première personne
Panonska nizija	Plaine de Pannonie
Anemija srpastih eritrocita	Drépanocytose
Amarok	Amarok (logiciel)
Afrički slon	Éléphant d'Afrique
Milij Aleksejevič Balakirev	Mili Balakirev
Geometrijska sredina	Moyenne géométrique
Christopher Walken	Christopher Walken
Mendelovi zakoni	Lois de Mendel
Telomera	Télomère
Vrijeme nježnosti	Tendres Passions
Vokativ	Vocatif
Krunski posjed	Dépendances de la Couronne
Dijagram toka	Organigramme de programmation
Hamilkar Barka	Hamilcar Barca
Denes nad Makedonija	Denes nad Makedonija
Europe (muzička grupa)	Europe (groupe)
Interval (matematika)	Intervalle (mathématiques)
Sedam rimskih brda	Sept collines de Rome
KK Cedevita	KK Cedevita
Bože pravde	Bože Pravde
Mliječni proizvodi	Produit laitier
Zastava Papue Nove Gvineje	Drapeau de la Papouasie-Nouvelle-Guinée
Zastava Falklandskih ostrva	Drapeau des îles Malouines
Zastava Naurua	Drapeau de Nauru
Zastava Vanuatua	Drapeau du Vanuatu
A capella	A cappella
Historija Egipta	Histoire de l'Égypte
Giovanni Battista Pergolesi	Giovanni Battista Pergolesi
Ivan I, veliki knez Moskve	Ivan Ier Kalita
Kardiopulmonalna reanimacija	Réanimation cardio-pulmonaire
Elektromotorna sila	Force électromotrice
Poti	Poti
Nogometna reprezentacija San Marina	Équipe de Saint-Marin de football
Prstenorepi lemur	Lémur catta
Serravalle	Serravalle (Saint-Marin)
Flavije Aecije	Aetius
Shareware	Shareware
Jostein Gaarder	Jostein Gaarder
Izlučivanje	Excrétion
Arch Linux	Arch Linux
Antarktičko poluostrvo	Péninsule Antarctique
Pojednostavljeno kinesko pismo	Sinogramme simplifié
Helebarda	Hallebarde
Kljove	Défense (dent)
Šipovo	Šipovo
Turingova nagrada	Prix Turing
Grytviken	Grytviken
Saint-Pierre (Sveti Petar i Mikelon)	Saint-Pierre (Saint-Pierre-et-Miquelon)
Rukometna reprezentacija Švedske	Équipe de Suède de handball masculin
Lunarni kalendar	Calendrier lunaire
Metodologija	Méthodologie
Vitebska oblast	Voblast de Vitebsk
Oportunitetni trošak	Coût d'opportunité
Rat protiv terorizma	Guerre contre le terrorisme
Avian	Avianus
Bilbo Baggins	Bilbon Sacquet
Stadion @@@u0026Ernst Happel"	Stade Ernst-Happel
Gel	Gel (matériau)
Kefir	Kéfir
NGC 7184	NGC 7184
Jejunum	Jéjunum
Sveti Barnaba	Barnabé
11. grupa hemijskih elemenata	Éléments du groupe 11
Translacija (biologija)	Traduction génétique
Vremenska dilatacija	Dilatation du temps
Grafički dizajn	Graphisme
Indantron plava	Bleu d'indanthrène
Muftija	Mufti
Vremenska geografija	Espace-temps (géographie)
Vidni živac	Nerf optique
Git (softver)	Git
Veksilologija	Vexillologie
Rusko carstvo	Tsarat de Russie
Francis Fukuyama	Francis Fukuyama
Reljef (geografija)	Relief (géomorphologie)
Historija računarskog hardvera	Instrument de calcul
Prokopije iz Cezareje	Procope de Césarée
Doom metal	Doom metal
Teenage Dream	Teenage Dream
Giovanni Battista Tiepolo	Giambattista Tiepolo
Stirlingov motor	Moteur Stirling
Alpsko skijanje	Ski alpin
Zastava ostrva Man	Drapeau de l'île de Man
Vektorsko polje	Champ de vecteurs
Nogometna reprezentacija Bjelorusije	Équipe de Biélorussie de football
Ferdinand VII, kralj Španije	Ferdinand VII
Nogometna reprezentacija Albanije	Équipe d'Albanie de football
Nogometna reprezentacija Gruzije	Équipe de Géorgie de football
Nogometna reprezentacija Litvanije	Équipe de Lituanie de football
Košice (regija)	Région de Košice
Ugaono ubrzanje	Accélération angulaire
Madame Tussauds	Madame Tussauds
Fjodor I, car Rusije	Fédor Ier
Borat: učenje o Amerika kultura za boljitak veličanstveno država Kazahstan	Borat (film)
Marilyn Manson	Marilyn Manson
New Deal	New Deal
Gaël Monfils	Gaël Monfils
Tropopauza	Tropopause
Game Boy	Game Boy
Svemirski teleskop James Webb	James-Webb (télescope spatial)
Zastava Hong Konga	Drapeau de Hong Kong
Lemuridae	Lemuridae
Riccardo Giacconi	Riccardo Giacconi
Matematička konstanta	Table de constantes mathématiques
Paraziti	Parasitisme
Narcizam	Narcissisme
Aksiologija	Axiologie
Nogometna reprezentacija Finske	Équipe de Finlande de football
Srednji zapad (SAD)	Midwest
Engleska književnost	Littérature anglaise
Troja (film)	Troie (film)
Grb Iraka	Armoiries de l'Irak
Arabeska	Arabesque (beaux-arts)
Međunarodni aerodrom Domodjedovo	Aéroport de Moscou-Domodedovo
Odbojka na OI 1980.	Volley-ball aux Jeux olympiques d'été de 1980
19. vijek p. n. e.	XIXe siècle av. J.-C.
Nogometna reprezentacija Lihtenštajna	Équipe du Liechtenstein de football
Fazni dijagram	Diagramme de phase
17. vijek p. n. e.	XVIIe siècle av. J.-C.
Dante Gabriel Rossetti	Dante Gabriel Rossetti
Katolički kraljevi	Rois catholiques
Gasherbrum II	Gasherbrum II
Mučnina (simptom)	Nausée
Drina	Drina
Nogometna reprezentacija Estonije	Équipe d'Estonie de football
Fosfolipid	Phospholipide
Hronologija antičkog Rima	Chronologie de Rome
ATP (čvor)	ATP
Hronologija programskih jezika	Chronologie des langages de programmation
Ibuprofen	Ibuprofène
Produžeci	Prolongation
Bakropis	Eau-forte
Baba Jaga	Baba Yaga (mythologie)
Fiskalna politika	Politique budgétaire
Evropski močvarni terapin	Cistude
Peter Mokaba stadion	Stade Peter-Mokaba
Human Rights Watch	Human Rights Watch
Stadion Mbombela	Stade Mbombela
Edvard Stariji	Édouard l'Ancien
Gasherbrum I	Gasherbrum I
14. arondisman (Pariz)	14e arrondissement de Paris
Mario Mandžukić	Mario Mandžukić
Joe Hart	Joe Hart
Erik Satie	Erik Satie
Drugi nikejski sabor	Deuxième concile de Nicée
Troskok	Triple saut
Laguna	Lagune
Riemannova zeta-funkcija	Fonction zêta de Riemann
Reumatoidni artritis	Polyarthrite rhumatoïde
Aberdeen FC	Aberdeen Football Club
Grb Kine	Emblème de la République populaire de Chine
Giuseppe Mazzini	Giuseppe Mazzini
Dr. Watson	Docteur Watson
Grb Irske	Armoiries de l'Irlande
Svjetsko prvenstvo u nogometu 2010 - grupa B	Groupe B de la Coupe du monde de football 2010
Eko turizam	Écotourisme
Stargate SG-1	Stargate SG-1
Baklava	Baklava
Honoré Daumier	Honoré Daumier
Akumulator	Accumulateur électrique
Karlo III, kralj Zapadne Franačke	Charles III le Simple
Melanin	Mélanine
RSC Anderlecht	Royal Sporting Club Anderlecht
Tanin	Tanin
Interpolacija	Interpolation numérique
Emulzija	Émulsion
Nebeski ekvator	Équateur céleste
Kana	Kana
Termo regulator	Thermostat
Emigracija	Émigré
Sarin	Sarin
Vitamin B12	Vitamine B12
RuneScape	RuneScape
Bohemian Rhapsody	Bohemian Rhapsody
Spisak gradova u Rusiji	Liste des villes de Russie
Tracy Chapman	Tracy Chapman
Leblon	Leblon
Historija Austrije	Histoire de l'Autriche
Scandinavian Airlines	Scandinavian Airlines System
Fenolftalein	Phénolphtaléine
Proizvodnja	Industrie manufacturière
Jahorina	Jahorina (montagne)
Kalifornijska pastrmka	Truite arc-en-ciel
Vegetacija	Végétation
Sudar (film)	Collision (film)
ABO sistem krvnih grupa	Système ABO
Grb Irana	Emblème de l'Iran
Apocalypto (film)	Apocalypto
Kamenolom	Carrière (géologie)
Grb Litvanije	Armoiries de la Lituanie
Grb Tajlanda	Armoiries de la Thaïlande
Opsada	Siège (militaire)
Triangulacija	Triangulation
Zastava Tonge	Drapeau des Tonga
Grb Čada	Armoiries du Tchad
Yoichiro Nambu	Yoichiro Nambu
Pektin	Pectine
Elizejska palača	Palais de l'Élysée
Organski sistem	Appareil (anatomie)
Vättern	Vättern
George Armstrong Custer	George Armstrong Custer
Gnom	Gnome
SEAT	Seat
Ajet	Aya (islam)
1400te	Années 1400
Ricardo Quaresma	Ricardo Quaresma
Programska paradigma	Paradigme (programmation)
Interferon	Interféron
Princip golubinjaka	Principe des tiroirs
Motet	Motet
Pakistanska rupija	Roupie pakistanaise
Grb Bahreina	Armoiries de Bahreïn
Grb Brazila	Armes du Brésil
H&M	Hennes & Mauritz
Alkmeon	Alcméon de Crotone
Velšani	Gallois (peuple)
Nogometna reprezentacija Jugoslavije	Équipe de Yougoslavie de football
Velika glad u Irskoj	Grande famine en Irlande
Južnočeški kraj	Bohême-du-Sud
Tau-čestica	Tauon
Srednjočeški kraj	Bohême centrale
Neutrofilni granulociti	Granulocyte neutrophile
FC Kopenhagen	Football Club Copenhague
ALGOL	Algol (langage)
Crnoglava grmuša	Fauvette à tête noire
Prirodni resursi	Ressource naturelle
Kanonsko pravo	Droit canonique
Zastava Samoe	Drapeau des Samoa
Trazimensko jezero	Lac Trasimène
140te	Années 140
140te p. n. e.	Années 140 av. J.-C.
Tupoljev Tu-144	Tupolev Tu-144
Tata Motors	Tata Motors
Horoskop	Thème astrologique
Stari most	Stari Most
1410te	Années 1410
Sporazum iz Bretton Woodsa	Accords de Bretton Woods
Glam metal	Glam metal
Privreda Sjedinjenih Američkih Država	Économie des États-Unis
Amonijum hlorid	Chlorure d'ammonium
Evropsko prvenstvo u nogometu 1976.	Championnat d'Europe de football 1976
Wine	Wine
Legija stranaca	Légion étrangère
Nogometna reprezentacija Makedonije	Équipe de Macédoine de football
Svjetsko prvenstvo u nogometu 2010 - grupa D	Groupe D de la Coupe du monde de football 2010
Svjetsko prvenstvo u nogometu 2010 - grupa C	Groupe C de la Coupe du monde de football 2010
Svjetsko prvenstvo u nogometu 2010 - grupa G	Groupe G de la Coupe du monde de football 2010
Tokamak	Tokamak
Svjetsko prvenstvo u nogometu 2010 - grupa F	Groupe F de la Coupe du monde de football 2010
Cefeida	Céphéide
Svjetsko prvenstvo u nogometu 2010 - grupa E	Groupe E de la Coupe du monde de football 2010
Svjetsko prvenstvo u nogometu 2010 - grupa A	Groupe A de la Coupe du monde de football 2010
Županije u Mađarskoj	Comitat (Hongrie)
Iranski rial	Rial iranien
Zastava Palaua	Drapeau des Palaos
Sonic Youth	Sonic Youth
Harold Brzonogi	Harold Pied-de-Lièvre
Vulkanizacija	Vulcanisation
Matija Korvin	Matthias Ier de Hongrie
Bridge	Pont (informatique)
SI (čvor)	SI
SATA	Serial ATA
Spisak gradova u Norveškoj	Villes de Norvège
Rocky	Rocky (film, 1976)
FK Partizan Beograd	FK Partizan Belgrade
Intermezzo (himna)	Intermeco
PLC	Automate programmable industriel
Garuda	Garuda
Edmund Željeznoboki	Edmond Côte-de-Fer
Okupacija	Occupation
Ultimatum	Ultimatum
DirectX	DirectX
Alphonse de Lamartine	Alphonse de Lamartine
Kilauea	Kīlauea
Simfonija br. 5 (Beethoven)	Symphonie nº 5 de Beethoven
Ashabi	Sahaba
Most na rijeci Kwai	Le Pont de la rivière Kwaï (film)
Michael Laudrup	Michael Laudrup
Nesteroidni antiupalni lijekovi	Anti-inflammatoire non stéroïdien
Gomelska oblast	Voblast de Homiel
Bosna (regija)	Bosnie (région)
Muzej moderne umjetnosti (New York)	Museum of Modern Art
Lukovica	Bulbe
Vestalne djevice	Vestale
FLOPS	FLOPS
Telephone	Telephone (chanson)
Francuska akademija nauka	Académie des sciences (France)
