Afrika	Afrique
Binioù	Cornemuse
@@@u0026Weird Al@@@u0026 Yankovic	@@@u0026Weird Al@@@u0026 Yankovic
Biolin	Violon
Valladolid	Valladolid
Violoñsell	Violoncelle
Oboell	Hautbois
Loeiz X (Bro-C'hall)	Louis X
Ostrava	Ostrava
Dramm	Drogue
Pedofiliezh	Pédophilie
Emlakadur revel	Position sexuelle
Emflourañ	Masturbation
Revrfouzherezh	Sodomie
Fellasion	Fellation
Kunilingus	Cunnilingus
Yann Iañ (Bro-C'hall)	Jean Ier le Posthume
Aleksandr Veur	Alexandre le Grand
Kustentin Iañ (impalaer roman)	Constantin Ier (empereur romain)
Mell-dorn	Handball
Aernijerezh	Aéronautique
Kirus II	Cyrus le Grand
Kevredigezh	Société (sciences sociales)
Fulup V (Bro-C'hall)	Philippe V le Long
Desaverezh	Éducation
Tiegezh	Famille
Hugo Chávez	Hugo Chávez
Gwaz	Homme
Otto von Bismarck	Otto von Bismarck
Priedelezh	Mariage
Cima da Conegliano	Cima da Conegliano
Kastiz ar marv	Peine de mort
Antonio da Correggio	Le Corrège
Gwirioù Mab-Den	Droits de l'homme
Giorgione	Giorgione
Gouennelouriezh	Racisme
Timur	Tamerlan
Sklaverezh	Esclavage
Brezel diabarzh	Guerre civile
Umar	Omar ibn al-Khattâb
Reggio di Calabria	Reggio de Calabre
Lu	Armée
Suleiman ar Meurdezus	Soliman le Magnifique
Pêr Iañ (Rusia)	Pierre Ier le Grand
Klerenn	Sternum
Kafe	Café
Chug-frouezh	Jus de fruits
Laezh	Lait
Menez	Montagne
Il Sodoma	Le Sodoma
Lorenzo di Credi	Lorenzo di Credi
Stlennvon	Base de données
Dezerzh	Désert
C'hoarioù Olimpek hañv 2008	Jeux olympiques d'été de 2008
Sun Yat-sen	Sun Yat-sen
C'hoarioù olimpek hañv 2012	Jeux olympiques d'été de 2012
Saladin	Saladin
Bernkastel-Wittlich	Arrondissement de Bernkastel-Wittlich
Aśoka	Ashoka
Jalaluddin Muhammad Akbar	Akbar
Simón Bolívar	Simón Bolívar
La Spezia	La Spezia
Andrew Johnson	Andrew Johnson
C'hoarioù olimpek hañv 2016	Jeux olympiques d'été de 2016
Westfalen	Westphalie
Kwame Nkrumah	Kwame Nkrumah
Yideg	Yiddish
Lanciano	Lanciano
Hong Kong	Hong Kong
Miami	Miami
Karachi	Karachi
Brezel Korea	Guerre de Corée
Bugul (steredeg)	Bouvier (constellation)
Liorzh Rosa Mir	Jardin Rosa Mir
Lagos	Lagos (Nigeria)
Dragon (steredeg)	Dragon (constellation)
Brezel diabarzh Stadoù-Unanet Amerika	Guerre de Sécession
Rio de Janeiro	Rio de Janeiro
Pesked (steredeg)	Poissons
Impalaeriezh Breizh-Veur	Empire britannique
Brezel Yen	Guerre froide
Seoul	Séoul
Shanghai	Shanghai
Dispac'h Sevenadurel	Révolution culturelle
Bilbo	Bilbao
Enkadenn Veur	Grande Dépression
Walt Disney	Walt Disney
Adsav Meiji	Restauration de Meiji
Sevilla	Séville
Dispac'h Rusia 1917	Révolution russe
Tierniezh Qing	Dynastie Qing
Feur-emglev Versailhez	Traité de Versailles
Meißen	Meißen
Arc'himedes	Archimède
Brezel Vietnam	Guerre du Viêt Nam
Thomas Edison	Thomas Edison
Vigo	Vigo (Espagne)
Euklides	Euclide
Albaneg	Albanais
Michael Faraday	Michael Faraday
Euskareg	Basque
Enrico Fermi	Enrico Fermi
Colin Maclaurin	Colin Maclaurin
A Coruña	La Corogne
Deportivo de La Coruña	Deportivo La Corogne
Fibonacci	Leonardo Fibonacci
Aragoneg	Aragonais
Henry Ford	Henry Ford
Joseph Fourier	Joseph Fourier
Galen	Claude Galien
Armenieg	Arménien
Elzaseg	Alsacien
Ukraineg	Ukrainien
Transmission Control Protocol	Transmission Control Protocol
Bit	Bit
Granada (Spagn)	Grenade (Espagne)
HTML	Hypertext Markup Language
València	Valence (Espagne)
Unicode	Unicode
Palma (Mallorca)	Palma de Majorque
Mallorca	Majorque
Jirafenn (steredeg)	Girafe (constellation)
Aouredenn (steredeg)	Dorade (constellation)
Balum (steredeg)	Baleine (constellation)
Gwerc'hez (steredeg)	Vierge (constellation)
Den-Marc'h (steredeg)	Centaure (constellation)
Valença	Valence (Drôme)
Krank (steredeg)	Cancer (constellation)
Málaga	Malaga
Leon (steredeg)	Lion (constellation)
Orion (steredeg)	Orion (constellation)
Pegasos (steredeg)	Pégase (constellation)
Krug (steredeg)	Scorpion (constellation)
Saezhataer (steredeg)	Sagittaire (constellation)
Satyajit Ray	Satyajit Ray
Steven Spielberg	Steven Spielberg
Kengor Europa	Commission européenne
Kuzul Europat	Conseil européen
Parlamant Europa	Parlement européen
Kuzul Unaniezh Europa	Conseil de l'Union européenne
Naeretaer (steredeg)	Ophiuchus
Kuzul Europa	Conseil de l'Europe
Naer (steredeg)	Serpent (constellation)
Forn (steredeg)	Fourneau (constellation)
Karr-kamm Bras	Grande Ourse
Alarc'h (steredeg)	Cygne (constellation)
Gevelled (steredeg)	Gémeaux
Steredeg	Constellation
Johannes Gutenberg	Johannes Gutenberg
James Prescott Joule	James Prescott Joule
Johannes Kepler	Johannes Kepler
Guadalajara	Guadalajara
Max Planck	Max Planck
Guadalajara (Mec'hiko)	Guadalajara (Mexique)
Svedeg	Suédois
Daneg	Danois
Nikola Tesla	Nikola Tesla
Muhammad ibn Mūsā al-Khwārizmī	Al-Khwârizmî
James Watt	James Watt
Norvegeg	Norvégien
Chanakya	Chanakya
Gottfried Leibniz	Gottfried Wilhelm Leibniz
Noam Chomsky	Noam Chomsky
Luksembourgeg	Luxembourgeois
Tchekeg	Tchèque
Slovakeg	Slovaque
Karl Marx	Karl Marx
Sloveneg	Slovène
Hungareg	Hongrois
Voltaire	Voltaire
Estoneg	Estonien
Moizez	Moïse
Latveg	Letton
Gouiziegezh	Connaissance
Lituaneg	Lituanien
Hindouegezh	Hindouisme
Belaruseg	Biélorusse
José Mujica	José Mujica
James Clerk Maxwell	James Clerk Maxwell
Tabaré Vázquez	Tabaré Vázquez
Priz Bras kirri Monaco	Grand Prix automobile de Monaco
Bronn	Sein
Dmitriy Mendeleyev	Dmitri Mendeleïev
Atom	Atome
Ernest Rutherford	Ernest Rutherford
Gouloù	Lumière
Gresianeg	Grec
Erwin Schrödinger	Erwin Schrödinger
Mitologiezh	Mythologie
Reizhiad korvoiñ	Système d'exploitation
Taj Mahal	Taj Mahal
Iwerzhoneg	Irlandais
Yezh programmiñ	Langage de programmation
Mank (evn)	Manchot
Anvonerezh elektronek	Courrier électronique
Undoueegezh	Monothéisme
Josip Broz Tito	Josip Broz Tito
Liesdoueegezh	Polythéisme
Ene	Âme
Malteg	Maltais
Perseg	Persan
Anchal Kosi	Koshi (zone)
Relijion	Religion
Koreaneg	Coréen
Abraham	Abraham
Levr ar C'heneliezh	Livre de la Genèse
Kantoneg	Cantonais standard
Empire State Building	Empire State Building
Ermaeziadeg	Livre de l'Exode
René Descartes	René Descartes
Sinaeg (mandarineg)	Mandarin (langue)
Vietnameg	Vietnamien
Paol Tars	Paul de Tarse
Delwenn ar Frankiz	Statue de la Liberté
C.S. Lewis	C. S. Lewis
Kmereg	Khmer
United States Army	United States Army
Sigmund Freud	Sigmund Freud
Birmaneg	Birman (langue)
Rummad:Steredegoù	Catégorie:Constellation
Jainegezh	Jaïnisme
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Malayeg	Malais (langue)
Indonezeg	Indonésien
Mongoleg	Mongol
Bakou	Bakou
Aros (steredeg)	Poupe (constellation)
Kazakeg	Kazakh
Aoter (steredeg)	Autel (constellation)
Kirgizeg	Kirghize (langue)
Andromeda (steredeg)	Andromède (constellation)
Glad bedel	Patrimoine mondial
Tadjikeg	Tadjik
Ouzbekeg	Ouzbek
Turkmeneg	Turkmène
Yuzevegezh	Judaïsme
Thimphu	Thimphou
Bandar Seri Begawan	Bandar Seri Begawan
Kib (steredeg)	Coupe (constellation)
Blev Berenis	Chevelure de Bérénice
Kizeller (steredeg)	Sculpteur (constellation)
Hebraeg	Hébreu
Taol (steredeg)	Table (constellation)
Azereg (yezh)	Azéri
Ibn Khaldun	Ibn Khaldoun
Makedoneg	Macédonien
Serbeg	Serbe
Serbeg-ha-kroateg	Serbo-croate
Delfin (steredeg)	Dauphin (constellation)
Bosnieg	Bosnien
Ki Bihan (steredeg)	Petit Chien
Galizeg	Galicien
Kembraeg	Gallois
Dili	Dili
Immanuel Kant	Emmanuel Kant
Gouezeleg Skos	Gaélique écossais
Sikhegezh	Sikhisme
John Maynard Keynes	John Maynard Keynes
Jacopo Tintoretto	Le Tintoret
Vientiane	Vientiane
Guy de Maupassant	Guy de Maupassant
Kumuniezh flandrezek Belgia	Communauté flamande
Lao Zi	Lao Tseu
Malé	Malé
Yoga	Yoga
John Locke	John Locke
Friedrich Nietzsche	Friedrich Nietzsche
Bichkek	Bichkek
Jean-Paul Sartre	Jean-Paul Sartre
Douchanbe	Douchanbé
Google (lusker enklask)	Google (moteur de recherche)
Avu	Foie
Felc'h	Rate
Sima Qian	Sima Qian
Lounezh	Rein
Adam Smith	Adam Smith
C'hwezigell (korfadurezh)	Vessie
Divgell	Testicule
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Zhu Xi	Zhu Xi
Sistem nervennel	Système nerveux
Den-bleiz	Lycanthrope
Bredoniezh	Psychologie
Meurvor	Océan
Tommaso d'Aquino	Thomas d'Aquin
Victoria (Rouantelezh-Unanet)	Victoria (reine)
Paolo Veronese	Paul Véronèse
Siddhartha Gautama	Siddhartha Gautama
Koadeier gleb	Forêt humide
Daelerezh	Dialectique
Mohammed	Mahomet
Epistemologiezh	Épistémologie
Sciuridae	Sciuridae
Gwiñver-nij	Pteromyinae
Shahrukh Khan	Shahrukh Khan
Tony Blair	Tony Blair
Al-Ghazali	Al-Ghazâlî
Martin Luther	Martin Luther
John Major	John Major
Amitabh Bachchan	Amitabh Bachchan
Burgos	Burgos
Konfusianegezh	Confucianisme
Gerald Ford	Gerald Ford
Honda	Honda
Islam chiit	Chiisme
Richard Nixon	Richard Nixon
Iliz katolik roman	Église catholique
Trimurti	Trimūrti
Kof	Abdomen
Daoegezh	Taoïsme
Zoroastregezh	Zoroastrisme
Soufiegezh	Soufisme
Mel-livenn	Moelle épinière
Banglaeg	Bengali
Teod	Langue (anatomie humaine)
Ilgreiz	Pancréas
Demokrated Frankizour (R.U.)	Libéraux-démocrates (Royaume-Uni)
Strollad Mirour (R.U.)	Parti conservateur (Royaume-Uni)
Strollad al Labour (R.U.)	Parti travailliste (Royaume-Uni)
Vigell	Ovaire (anatomie)
Gouzoug	Cou
Genoù (korf)	Bouche
Garloc'henn	Larynx
Bouzelloù	Intestin
Lyndon B. Johnson	Lyndon B. Johnson
Mell (korf)	Articulation (anatomie)
Gwagrenn	Glande
Inizi Maloù	Îles Malouines
Kelc'hspeurenn	Diaphragme (organe)
A (lizherenn)	A (lettre)
C'hoarioù Olimpek goañv 1992	Jeux olympiques d'hiver de 1992
Strollad Glas Bro-Saoz ha Kembre	Parti vert de l'Angleterre et du pays de Galles
Michael Schumacher	Michael Schumacher
C'hoarioù Olimpek goañv 2006	Jeux olympiques d'hiver de 2006
Lewis Hamilton	Lewis Hamilton
Manav	Île de Man
C'hoarioù Olimpek goañv 2014	Jeux olympiques d'hiver de 2014
Enez Wight	Île de Wight
Elesbed II	Élisabeth II
Tierniezh Tang	Dynastie Tang
Diana Spencer	Diana Spencer
Eszett	Eszett
John F. Kennedy	John Fitzgerald Kennedy
B (lizherenn)	B (lettre)
Sper	Sperme
Sonerezh klasel	Musique classique
Nouméa	Nouméa
Sinfonienn	Symphonie
G	G (lettre)
U (lizherenn)	U (lettre)
Z	Z (lettre)
Daizong	Tang Daizong
Blues	Blues
Flamenco	Flamenco
F (lizherenn)	F (lettre)
J (lizherenn)	J (lettre)
Sonerezh elektronek	Musique électronique
Lizherenneg	Alphabet
Lizherenn	Lettre (alphabet)
Reggae	Reggae
Baarle-Nassau	Baarle-Nassau
T	T (lettre)
C (lizherenn)	C (lettre)
Eindhoven	Eindhoven
R	R (lettre)
D (lizherenn)	D (lettre)
Alpha (lizherenn)	Alpha
Omega (lizherenn)	Oméga
I (lizherenn)	I (lettre)
Aalsmeer	Aalsmeer
Amstelveen	Amstelveen
Beemster	Beemster
Bergen (Noord-Holland)	Bergen (Hollande-Septentrionale)
Mu (lizherenn)	Mu (lettre grecque)
Tierniezh Ming	Dynastie Ming
Beverwijk	Beverwijk
Blaricum	Blaricum
E (lizherenn)	E (lettre)
Bloemendaal	Bloemendaal
Bussum	Bussum
Castricum	Castricum
Den Helder	Le Helder
Diemen	Diemen
H (lizherenn)	H (lettre)
Drechterland	Drechterland
Dwight D. Eisenhower	Dwight David Eisenhower
Edam-Volendam	Edam-Volendam
Enkhuizen	Enkhuizen
Graft-De Rijp	Graft-De Rijp
Haarlem	Haarlem
Haarlemmerliede en Spaarnwoude	Haarlemmerliede en Spaarnwoude
K (lizherenn)	K (lettre)
Haarlemmermeer	Haarlemmermeer
Harenkarspel	Harenkarspel
Heemskerk	Heemskerk (Hollande-Septentrionale)
L	L (lettre)
Heemstede	Heemstede
Heerhugowaard	Heerhugowaard
Heiloo	Heiloo
M (lizherenn)	M (lettre)
Hilversum	Hilversum
N (lizherenn)	N (lettre)
Hoorn (Noord-Holland)	Hoorn
Huizen	Huizen
Koggenland	Koggenland
O (lizherenn)	O (lettre)
Landsmeer	Landsmeer
Langedijk	Langedijk
Laren	Laren (Hollande-Septentrionale)
P (lizherenn)	P (lettre)
Medemblik	Medemblik (commune)
Muiden	Muiden
Naarden	Naarden
Q	Q (lettre)
Oostzaan	Oostzaan
Opmeer	Opmeer
Ouder-Amstel	Ouder-Amstel
Purmerend	Purmerend
Schagen	Schagen
Schermer (kumun)	Schermer (commune)
Ronald Reagan	Ronald Reagan
Stede Broec	Stede Broec
V (lizherenn)	V (lettre)
W (lizherenn)	W (lettre)
Texel	Texel (Pays-Bas)
Uitgeest	Uitgeest
X (lizherenn)	X (lettre)
Uithoorn	Uithoorn
Velsen	Velsen
Waterland (kumun)	Waterland (commune)
Y (lizherenn)	Y (lettre)
Weesp	Weesp
Wijdemeren	Wijdemeren
Wormerland	Wormerland
Zaanstad	Zaanstad
Zandvoort	Zandvoort
Zeevang	Zeevang
Zijpe	Zijpe
Å	Å (lettre)
Æ (lizherenn)	Æ
Eth	Eth (lettre)
Phi (lizherenn)	Phi
Bunnik	Bunnik
Wanli	Ming Wanli
Borsele	Borsele
Hulst (gemeente)	Hulst (Pays-Bas)
Noord-Beveland	Beveland-Nord
Reimerswaal	Reimerswaal (commune)
Schouwen-Duiveland	Schouwen-Duiveland
Sluis	L'Écluse (commune)
Terneuzen	Terneuse
Tholen	Tholen (commune)
Veere	Veere (commune)
Vlissingen	Flessingue
Rafael Nadal	Rafael Nadal
Caius Suetonius Tranquilus	Suétone
Klingoneg	Klingon (langue)
Zouloueg	Zoulou
Frankfurter Allgemeine Zeitung	Frankfurter Allgemeine Zeitung
Achiwieg	Zuñi (langue)
Araneg	Aranais
Zazakeg	Zazaki
Pythagoras	Pythagore
Iruñea	Pampelune
Kolize	Colisée
Manuel Valls	Manuel Valls
Partenon	Parthénon
Paourentez	Pauvreté
Zaragoza	Saragosse
Donostia	Saint-Sébastien (Espagne)
John McCain	John McCain
Almería	Almería
Leon Bihan (steredeg)	Petit Lion
Kurunenn an Norzh	Couronne boréale
Pesk ar Su (steredeg)	Poisson austral
Kurunenn ar Su	Couronne australe
Aerouant (steredeg)	Hydre mâle
Tric'horn ar Su	Triangle austral
Koulm (steredeg)	Colombe (constellation)
Unkorneg (steredeg)	Licorne (constellation)
Glazard (steredeg)	Lézard (constellation)
Eridan (steredeg)	Éridan (constellation)
Kelienenn (steredeg)	Mouche (constellation)
Pesk-nij (steredeg)	Poisson volant (constellation)
Ebeul (steredeg)	Petit Cheval
Feniks (steredeg)	Phénix (constellation)
Liñs (steredeg)	Lynx (constellation)
Gad (steredeg)	Lièvre (constellation)
Harkul (steredeg)	Hercule (constellation)
Indian (steredeg)	Indien (constellation)
Chas (steredeg)	Chiens de chasse
Kameleon (steredeg)	Caméléon (constellation)
Cassiopeia (steredeg)	Cassiopée (constellation)
Cepheus (steredeg)	Céphée (constellation)
Karenn (steredeg)	Carène (constellation)
Kompas Martolod (steredeg)	Boussole (constellation)
Toucher (steredeg)	Cocher (constellation)
Karr-kamm Bihan	Petite Ourse
Catherine, dugez Cambridge	Catherine Middleton
Pomp Aer (steredeg)	Machine pneumatique
Lourenn (steredeg)	Lyre (constellation)
Livour (steredeg)	Peintre (constellation)
Kizell (steredeg)	Burin (constellation)
Ayrton Senna	Ayrton Senna
Mikroskop (steredeg)	Microscope (constellation)
Alain Prost	Alain Prost
Rouedig (steredeg)	Réticule (constellation)
Nigel Mansell	Nigel Mansell
Oktant (steredeg)	Octant
Damon Hill	Damon Hill
Evn Baradoz (steredeg)	Oiseau de paradis (constellation)
Kelc'hier (steredeg)	Compas (constellation)
Jenson Button	Jenson Button
Perseüs (steredeg)	Persée (constellation)
Saezh (steredeg)	Flèche (constellation)
Fernando Alonso Díaz	Fernando Alonso
Paun (steredeg)	Paon (constellation)
Bran (steredeg)	Corbeau (constellation)
Louarnig (steredeg)	Petit Renard
David Beckham	David Beckham
Gouelioù (steredeg)	Voiles
Sekstant (steredeg)	Sextant (constellation)
Skoed (steredeg)	Écu de Sobieski
Gavr (steredeg)	Capricorne (constellation)
Ki Bras (steredeg)	Grand Chien
Kroaz ar Su	Croix du Sud
Teleskop (steredeg)	Télescope (constellation)
Garan (steredeg)	Grue (constellation)
Tric'horn an Norzh	Triangle (constellation)
Toukan (steredeg)	Toucan (constellation)
Tarv (steredeg)	Taureau (constellation)
Bleiz (steredeg)	Loup (constellation)
Horolaj (steredeg)	Horloge (constellation)
Skuilher-dour (steredeg)	Verseau
Parez Aerouant (steredeg)	Hydre (constellation)
Balañsoù (steredeg)	Balance (constellation)
Skouer (steredeg)	Règle (constellation)
Tourz (steredeg)	Bélier (constellation)
Erer (steredeg)	Aigle (constellation)
Strollad evit Dizalc’hted ar Rouantelezh-Unanet (UKIP)	UKIP
Gordon Brown	Gordon Brown
Alex Salmond	Alex Salmond
Scottish National Party	Parti national écossais
1100	1100
Kim Jong-il	Kim Jong-il
Rummad:Venezuela	Catégorie:Venezuela
Rummad:Istor Venezuela	Catégorie:Histoire du Venezuela
Sega Mega Drive	Mega Drive
Yann-Fañch Kemener	Yann-Fañch Kemener
Denez Prigent	Denez Prigent
Alan Stivell	Alan Stivell
C'hoarezed Goadeg	Sœurs Goadec
Louise Ebrel	Louise Ebrel
Béal Feirste	Belfast
Didier Squiban	Didier Squiban
Kerdiz	Cardiff
Plaid Cymru	Plaid Cymru
Taolenn beriodek an elfennoù	Tableau périodique des éléments
Leanne Wood	Leanne Wood
Dan ar Braz	Dan Ar Braz
Gweltaz ar Fur	Gweltaz Ar Fur
Gilles Servat	Gilles Servat
Tri Yann	Tri Yann
Tórshavn	Tórshavn
Robert Mugabe	Robert Mugabe
Red Hot Chili Peppers	Red Hot Chili Peppers
Louviteg	Louvite
Georgetown (Guyana)	Georgetown (Guyana)
Emlazh	Suicide
Kumuniezhioù emren Spagn	Communautés autonomes d'Espagne
Noazhded	Nudité
Sus	Sus (genre)
Stlejvil	Reptile
Mariano Rajoy	Mariano Rajoy
Krigner	Rodentia
Columbidae	Columbidae
Brezel Spagn	Guerre d'Espagne
Morhoc'h	Phocoenidae
Dallentez	Cécité
Bakteri	Bacteria
Gwez (plant)	Arbre
Lambda (lizherenn)	Lambda
Divelfenneg	Amphibia
Chordata	Chordata
Keuz (boued)	Fromage
Ebre	Èbre
Lugdunensis	Gaule lyonnaise
Rezin	Raisin
Mel	Miel
Kig	Viande
Patatez	Pomme de terre
Sukr	Sucre
Legumaj	Légume
Ti ar C'humunioù (Rouantelezh-Unanet)	Chambre des communes du Royaume-Uni
Soja	Soja
Ti al Lorded	Chambre des Lords
Kraoñ	Fruit à coque
Parlamant ar Rouantelezh-Unanet	Parlement du Royaume-Uni
Robot	Robot
Snooker	Snooker
Teknologiezh	Technologie
Mekanik	Machine
Biñs	Vis de fixation
Ijinerezh	Ingénierie
Kemennadur	Communication
Kazetennerezh	Journalisme
Kazetenn	Journal
Mediaoù	Médias de masse
Pellgomz	Téléphone
The Rolling Stones	The Rolling Stones
Sevenadur	Culture
Hindoustaneg	Hindoustani
Trenkenn ribonukleek	Acide ribonucléique
Sañskriteg	Sanskrit
Pierre Bouguer	Pierre Bouguer
Gwazhiadurezh	Appareil cardiovasculaire
Reizhiad enborc'hadel	Système endocrinien
Bouzellenn dev	Gros intestin
Bouzellenn voan	Intestin grêle
Lugo (Galiza)	Lugo (Espagne)
Hazebroek	Hazebrouck
Ennegañ IP	Adresse IP
The Guardian	The Guardian
Yezhoù Unaniezh Europa	Langues dans l'Union européenne
Terdegem	Terdeghem
Trenkenn	Acide
Kassel (Flandrez)	Cassel (Nord)
Tildenn	Tilde
Pik-goulenn	Point d'interrogation
Winnezele	Winnezeele
Tired kognek	Accent circonflexe
XXIIl kantved	XXIIe siècle
Kanton Steenvoorde	Canton de Steenvoorde
Deiziadur juluan	Calendrier julien
Mezegiezh	Médecine
Kimi Räikkönen	Kimi Räikkönen
Bazenn (kimiezh)	Base (chimie)
Sarajevo	Sarajevo
Logaritm	Logarithme
Aritmetik	Arithmétique
Armeoù ar Stadoù-Unanet	Forces armées des États-Unis
Windows 7	Windows 7
United States Marine Corps	United States Marine Corps
United States Navy	United States Navy
Schtroumpfed	Les Schtroumpfs
United States Air Force	United States Air Force
Holen	Sel alimentaire
Fidel Castro	Fidel Castro
Broadway	Broadway
Kongres ar Stadoù-Unanet	Congrès des États-Unis
Fulgencio Batista	Fulgencio Batista
Rummad:Brazil	Catégorie:Brésil
Roñfl (kenrouedad)	Troll (Internet)
Manhattan	Manhattan
Rummad:Istor Brazil	Catégorie:Histoire du Brésil
Skraber-oabl	Gratte-ciel
Rummad:Istor Roumania	Catégorie:Histoire de la Roumanie
Rummad:Roumania	Catégorie:Roumanie
Elfenn gimiek	Élément chimique
Korn (mentoniezh)	Angle
NGC 6618	M17 (nébuleuse)
Grunge	Grunge
Unix	Unix
Molekulenn	Molécule
NGC 6514	Nébuleuse Trifide
Śiva	Shiva
Energiezh	Énergie
Vichnou	Vishnou
Uslimestra	Ultraviolet
Sonerezh rock	Rock
Hip hop	Hip-hop
Samba	Samba (musique)
Taboulin	Tambour (instrument)
Fleüt	Flûte
Apartheid	Apartheid
C'hoarioù	Jeu
Backgammon	Backgammon
Gravitadur	Gravitation
Go (c'hoari)	Jeu de go
Arzoù emgannañ	Art martial
Karate	Karaté
Judo	Judo
C'hoariell	Jouet
Mas	Masse
Metal	Métal
Dir	Acier
Gaz	Gaz
Aerlestr	Aéronef
Marc'h-houarn	Bicyclette
Lestr (war-neuñv)	Navire
Gounezerezh	Agriculture
Relativelezh hollek	Relativité générale
Dourañ	Irrigation
Kotoñs	Coton
Dilhad	Vêtement
Arar	Charrue
Gwrezverk	Température
Gwer	Verre
Amzer	Temps
Paper	Papier
Plastik	Matière plastique
Gorread	Aire (géométrie)
Xanana Gusmão	Xanana Gusmão
Teorem Pythagoras	Théorème de Pythagore
Niver	Nombre
Darwin (Aostralia)	Darwin (Australie)
Kilogramm	Kilogramme
Cristiano Ronaldo	Cristiano Ronaldo
Metr	Mètre
Eilenn (amzer)	Seconde (temps)
Maiz	Maïs
Raúl González Blanco	Raúl (football)
Heiz	Orge commune
Kelvin	Kelvin
Litr	Litre
Iker Casillas	Iker Casillas
Harry S. Truman	Harry S. Truman
Firefly	Firefly (série télévisée)
Livouriezh	Peinture
Astraer	Astronaute
Luc'hskeudennerezh	Photographie
Kizellañ	Sculpture
C'hoariva	Théâtre
Judy Garland	Judy Garland
Dañs	Danse
Poderezh	Poterie
Nine Inch Nails	Nine Inch Nails
Nirvana	Nirvana (groupe)
Elektronek	Électronique
Amzer (meteorologiezh)	Temps (météorologie)
José Ramos-Horta	José Ramos-Horta
Wall Street	Wall Street
Andreas Hofer	Andreas Hofer
Ti Dileuridi ar Stadoù-Unanet	Chambre des représentants des États-Unis
Inizi Gwerc'h ar Stadoù-Unanet	Îles Vierges des États-Unis
Azia ar gevred	Asie du Sud-Est
Tianjin	Tianjin
Roll riezoù ar Bed	Liste des pays du monde
Heinz Fischer	Heinz Fischer
Ragistor	Préhistoire
Ludwik Lejzer Zamenhof	Ludwik Lejzer Zamenhof
Oadvezh ar maen	Âge de la pierre
Oadvezh an arem	Âge du bronze
Oadvezh an houarn	Âge du fer
Mezopotamia	Mésopotamie
Henegipt	Égypte antique
Strizh-mor Bering	Détroit de Béring
Henc'hres	Grèce antique
Impalaeriezh Gupta	Empire Gupta
Arzheged	Ursidae
John Adams (politikour)	John Adams (homme politique)
Listenn kastilli Kembre	Liste des châteaux gallois
Thomas Jefferson	Thomas Jefferson
James Madison	James Madison
James Monroe	James Monroe
John Quincy Adams	John Quincy Adams
Andrew Jackson	Andrew Jackson
Tawadros II	Théodore II d'Alexandrie (pape copte)
Ar Goantenn e Koad ar C'housk	La Belle au bois dormant
Hänsel ha Gretel	Hansel et Gretel
Gwennerc'h	Blanche-Neige
Kabellig Ruz	Le Petit Chaperon rouge
Luduennig	Cendrillon
Ar Roue Glesker	Le Roi Grenouille ou Henri de Fer
Frau Holle	Dame Holle
Silvio Berlusconi	Silvio Berlusconi
Ar Briñsez hag ar Bizenn	La Princesse au petit pois
William Henry Harrison	William Henry Harrison
John Tyler	John Tyler
William Rowan Hamilton	William Rowan Hamilton
Guns N' Roses	Guns N' Roses
Zachary Taylor	Zachary Taylor
Einstürzende Neubauten	Einstürzende Neubauten
Kanton Bern	Canton de Berne
Kanton Geneva	Canton de Genève
Kanton Glarus	Canton de Glaris
Kanton Graubünden	Canton des Grisons
Kanton Solothurn	Canton de Soleure
Kevin Costner	Kevin Costner
Lizherenneg armeniek	Alphabet arménien
Kanton Zug	Canton de Zoug
Mickey Mouse	Mickey Mouse
Minnie Mouse	Minnie Mouse
Scrooge McDuck	Balthazar Picsou
Kanton Zürich	Canton de Zurich
Guadalajara (Spagn)	Guadalajara (Espagne)
Huey, Dewey ha Louie Duck	Riri, Fifi et Loulou
Kanton Aargau	Canton d'Argovie
Fotosintezenn	Photosynthèse
Dougerez	Grossesse
Derv	Chêne
Cthulhu	Cthulhu
1101	1101
Bernard Werber	Bernard Werber
1102	1102
Krign-bev	Cancer
Kanton Appenzell Ausserrhoden	Canton d'Appenzell Rhodes-Extérieures
Kolera	Choléra
Kanton Appenzell Innerrhoden	Canton d'Appenzell Rhodes-Intérieures
Roue	Roi
Segal	Seigle
Kerc'h	Avoine cultivée
Gwinizh	Blé
Brezhoneg	Breton
Sorghum	Sorghum
Hugo Pratt	Hugo Pratt
Corto Maltese	Corto Maltese
Ed	Céréale
Kanton Luzern	Canton de Lucerne
Rannvro Breizh	Région Bretagne
Deiziadur	Calendrier
Bouzarded	Surdité
Kleñved	Maladie
Deiziadur gregorian	Calendrier grégorien
Rann-eur	Fuseau horaire
Nikotin	Nicotine
Kanton Basel-Landschaft	Canton de Bâle-Campagne
Yec'hed	Santé
Toutânkhamon	Toutânkhamon
Malaria	Paludisme
Gwitalmeze	Ploudalmézeau
Kanton Basel-Stadt	Canton de Bâle-Ville
Manaveg	Mannois
Bro-Leon	Pays de Léon
Eskopti Leon	Ancien diocèse de Léon
Eskopti Kemper ha Leon	Diocèse de Quimper et Léon
Banniel Breizh	Drapeau de la Bretagne
Naoned	Nantes
Brest	Brest
Brest Meurgêr	Brest Métropole
Diwan	École Diwan
