Afrika	Afrique
Bayda	El Beïda (Libye)
Izmir	Izmir
Lviv	Lviv
Ha Long	Hạ Long
Qui Nhon	Quy Nhơn
Viet Tri	Việt Trì
Vinh Yen	Vĩnh Yên
Rach Gia	Rạch Giá
Hue	Hué
Thanh Hoa	Thanh Hóa
Puerto Montt	Puerto Montt
Calgary	Calgary
Allaq	Ours brun
Kurdiskisut	Kurde
Maorimiutut	Maori de Nouvelle-Zélande
Thai Binh illoqarfik	Thái Bình (ville)
Karaj	Karaj
Ben Tre	Bến Tre
Aasaanerani nalunaaqqutaq	Heure d'été
Rauma	Rauma (Finlande)
Pop (Nipilersoriaaseq)	Pop (musique)
Auckland	Auckland
Mariupol	Marioupol
Lublin	Lublin
Paul Gauguin	Paul Gauguin
Sapporo	Sapporo
Yokohama	Yokohama
Angers	Angers
Turku	Turku
Adana	Adana
Iganeq	Cuisson des aliments
Bodø	Bodø
Tuttu	Rangifer tarandus
Eyjafjallajökull (innermik anitsisartoq)	Eyjafjallajökull
Radio Studio 54 Network	Radio Studio 54 Network
Ágreda	Ágreda
Pierre-Auguste Renoir	Auguste Renoir
Bursa	Bursa
Benghazi	Benghazi
Tampere	Tampere
Aaveq	Morse (animal)
Mariah Carey	Mariah Carey
Skizofrenii	Schizophrénie
Aleppo	Alep
Bydgoszcz	Bydgoszcz
Johannes Vermeer	Johannes Vermeer
Ulsan	Ulsan
Gwangju	Gwangju
Edvard Munch	Edvard Munch
Mykolaiv	Mykolaïv
Świnoujście	Świnoujście
Haifa	Haïfa
Stewart Island	Île Stewart
Beersheba	Beer-Sheva
Reims	Reims
Talcahuano	Talcahuano
Isfahan	Ispahan
Seongnam	Seongnam
Clermont-Ferrand	Clermont-Ferrand
Tunnullit	Baleine bleue
Kharkiv	Kharkiv
Iron Maiden	Iron Maiden
Saint-Étienne	Saint-Étienne
Nîmes	Nîmes
Le Havre	Le Havre
Harbin	Harbin
Donetsk	Donetsk
Toulon	Toulon
Rawson	Rawson
Río Gallegos	Río Gallegos
Ushuaia	Ushuaïa
Viljandi	Viljandi
Zac Efron	Zac Efron
Monte-Carlo	Monte-Carlo
Herat	Hérat
Kandahar	Kandahar
Nuna eqqissisimatitaq	Parc national
Edgar Degas	Edgar Degas
Espoo	Espoo
Saint-Denis (Reunion)	Saint-Denis (La Réunion)
Oulu	Oulu
Aix-en-Provence	Aix-en-Provence
Anaanap ullua	Fête des Mères
Mittarfik Con Dao	Aéroport de Côn Đảo
Lucknow	Lucknow
Ilisserut:Commonscat	Modèle:Commonscat
Basra	Bassora
Dnipropetrovsk	Dnipropetrovsk
Kobe	Kobe
Mariehamn	Mariehamn
Porvenir	Porvenir
Punta Arenas	Punta Arenas
Chiang Mai	Chiang Mai
Trollhättan	Trollhättan
Borlänge	Borlänge
Landskrona	Landskrona
Nyköping	Nyköping
Alingsås	Alingsås
Värnamo	Värnamo
Monaco-Illoqarfik	Monaco-Ville
Asker	Asker
Bærum	Bærum
Shijiazhuang	Shijiazhuang
Pashtomiutut	Pachto
Narvik	Narvik
Aappilattoq (Nanortalik)	Aappilattoq (Groenland-Méridional)
Aappilattoq (Upernavik)	Aappilattoq (Qaasuitsup)
Narsarsuaq	Narsarsuaq
Mo i Rana	Mo i Rana
Chihuahua, Chihuahua	Chihuahua (ville)
Brandon (Canada)	Brandon (Manitoba)
Harstad	Harstad
Ålesund	Ålesund
Sissarmiutaq	Bécasseau violet
Nordkapp	Nordkapp
Jaipur	Jaipur
Kanpur	Kanpur
Rogier van der Weyden	Rogier van der Weyden
Taiyuan	Taiyuan
Hai Phong	Hải Phòng
Dalian	Dalian
Christchurch	Christchurch
Uranusi (guuti)	Ouranos
Coronel Fabriciano	Coronel Fabriciano
Daugavpils	Daugavpils
Tabriz	Tabriz
Humaniora	Lettres (culture)
Monterrey, Nuevo León	Monterrey
Baffin Island	Île de Baffin
Kigutilissuaq	Grand cachalot
Acapulco	Acapulco
Giza	Gizeh
Royan	Royan
Tyre, Lebanon	Tyr
Temuco	Temuco
Hande Yener	Hande Yener
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
Terianniaq qaqortaq	Renard polaire
Advent	Avent
Mosul	Mossoul
Changchun	Changchun
London (Canada)	London (Ontario)
Rawalpindi	Rawalpindi
Kimmernaq	Vaccinium vitis-idaea
Chrzanów	Chrzanów
Gaziantep	Gaziantep
Lillehammer	Lillehammer
Dronning Margrethe II	Margrethe II
Narva	Narva
Jan van Eyck	Jan van Eyck
Pärnu	Pärnu
Rovaniemi	Rovaniemi
Hafnarfjörður	Hafnarfjörður
Ventspils	Ventspils
Vadsø	Vadsø
Hamar	Hamar
Ísafjörður	Ísafjörður
Fredrikstad	Fredrikstad
Tønsberg	Tønsberg
Akranes	Akranes
Sarpsborg	Sarpsborg
Gjøvik	Gjøvik
Valmiera	Valmiera
Kunduz	Kondôz (ville)
Vardø	Vardø
Kongsberg	Kongsberg
Sandefjord	Sandefjord
Moss	Moss (Norvège)
Haugesund	Haugesund
Halden	Halden
Horten	Horten (Norvège)
Kaesong	Kaesong
Chongjin	Chongjin
Hamhŭng	Hamhung
Wonsan	Wonsan
Namp'o	Nampo
Mwanza	Mwanza
Steinkjer	Steinkjer
Qeqertaq Avannarleq	Île du Nord
Qeqertaq Kujalleq	Île du Sud
Mashhad	Mashhad
Oqinninnguaq	Chevreuil
Nattoraliusaq	Vautour
Tijuana	Tijuana
Vaasa	Vaasa
Puebla (Puebla)	Puebla
Vantaa	Vantaa
Mittarfik Carriel Sur	Aéroport international Carriel Sur
Mazar-i-Sharif	Mazâr-e Charîf
Luxor	Louxor
Tupaarnaq	Thym
Homs	Homs
Misrata	Misrata
Shania Twain	Shania Twain
Aden	Aden
Tina Turner	Tina Turner
Qilalugaq qaqortaq	Béluga (baleine)
Arbil	Erbil
Qipoqqaq	Baleine à bosse
Dunedin	Dunedin
Luhansk	Louhansk
Port Said	Port-Saïd
Suez	Suez (ville)
Jyväskylä	Jyväskylä
Šiauliai	Šiauliai
Eilat	Eilat
Krzeszowice	Krzeszowice
Hiiumaa	Hiiumaa
Ellesmere Island	Île d'Ellesmere
Zapopan	Zapopan
Zarqa	Zarka
Puisi	Phoque barbu
Mittarfik Pleiku	Aéroport de Pleiku
Joan Miró	Joan Miró
Afula	Afoula
Bnei Brak	Bnei Brak
Tanga, Tanzania	Tanga (Tanzanie)
Shinji Kagawa	Shinji Kagawa
Larvik	Larvik
Sinuiju	Sinuiju
Kronprinsesse Victoria Sverige'mit	Victoria de Suède
Makiivka	Makiivka
Kryvyi Rih	Kryvyï Rih
Vinnytsia	Vinnytsia
Avaalaqiaq	Bouleau nain
Zaporizhzhia	Zaporijia
Ramallah	Ramallah
Qilalugaq qernertaq	Narval
Mittarfik Phu Bai	Aéroport international de Phú Bài
Dammam	Dammam (Arabie saoudite)
Valdivia	Valdivia
Pachuca de Soto	Pachuca
Kuopio	Kuopio
Sidon	Sidon
Kópavogur	Kópavogur
Kawasaki (Kanagawa)	Kawasaki (Kanagawa)
Mittarfik Lien Khuong	Aéroport de Liên Khuong
Mérida, Yucatán	Mérida (Mexique)
Frans Hals	Frans Hals
Liepāja	Liepāja
Najaf	Nadjaf
Hebron	Hébron
Tripoli, Lebanon	Tripoli (Liban)
Jinan	Jinan
Qingdao	Qingdao
Mittarfik Can Tho	Aéroport international de Cần Thơ
Gran Concepcion	Grand Concepción
Santa Cruz de la Sierra	Santa Cruz de la Sierra
Keflavík	Keflavík
Pattaya	Pattaya
Ashdod	Ashdod
Nanchang	Nanchang
Nerlernaq	Oie rieuse
Santiago de Querétaro	Santiago de Querétaro
Veracruz, Veracruz	Veracruz (Veracruz)
Kirkuk	Kirkouk
Hama	Hama
Roxette	Roxette
Faisalabad	Faisalabad
Arfivik	Baleine boréale
Villa Alemana	Villa Alemana
Kissaviarsuk	Faucon gerfaut
Toamasina	Toamasina
Peeqin	Pevek
Surtsey	Surtsey
Qajaq	Kayak
Jelgava	Jelgava
Pori	Pori
Rēzekne	Rēzekne
Lappeenranta	Lappeenranta
Windsor (Canada)	Windsor (Ontario)
Umimmak	Bœuf musqué
Kalaallit erfalasuat	Drapeau du Groenland
Multan	Multan
Quetta	Quetta
Garðabær	Garðabær
Joensuu	Joensuu
Devon Island	Île Devon
Vestmannaeyjar	Îles Vestmann
Carl Larsson	Carl Larsson
SAS Scandinavian Airlines System	Scandinavian Airlines System
Safed	Safed
León (Guanajuato)	León (Mexique)
Hermosillo	Hermosillo
Utena	Utena (ville)
Katekismus	Catéchisme
Klaksvík	Klaksvík
Joe Cocker	Joe Cocker
Horsens	Horsens
Tuullik	Plongeon huard
Mikkeli	Mikkeli
Petah Tikva	Petah Tikva
Abha	Abha (Arabie saoudite)
Ilulissat	Ilulissat
Jēkabpils	Jēkabpils
Rakvere	Rakvere
Kotka	Kotka
Holon	Holon
Netanya	Netanya
Ivan Sjisjkin	Ivan Chichkine
Porvoo	Porvoo
Mittarfik Phu Cat	Aéroport de Phù Cát
Irbid	Irbid
Łobez	Łobez
Mexicali	Mexicali
Hamilton ( New Zealand)	Hamilton (Nouvelle-Zélande)
Latakia	Lattaquié
Aguascalientes, Aguascalientes	Aguascalientes
Rishon LeZion	Rishon LeZion
Clyde River, Nunavut	Clyde River
Kohtla-Järve	Kohtla-Järve
Tikaagullit	Balaenoptera acutorostrata
Hämeenlinna	Hämeenlinna
Georges de la Tour	Georges de La Tour
Napier	Napier (Nouvelle-Zélande)
Mittarfik Phu Quoc	Aéroport de Phú Quốc
Saint John (New Brunswick)	Saint-Jean (Nouveau-Brunswick)
San Luis Potosí, San Luis Potosí	San Luis Potosí
Kouvola	Kouvola
Qaarsut	Qaarsut
Nelson (New Zealand)	Nelson (Nouvelle-Zélande)
Niisarnaq	Globicephala melas
Kuanneq	Angélique officinale
Sillamäe	Commune de Sillamäe
Southampton Island , Nunavut	Île Southampton
Hyvinkää	Hyvinkää
Émile Friant	Émile Friant
Tauranga	Tauranga
Ivan Kramskoi	Ivan Kramskoï
Miteq sujorakitsoq	Eider à tête grise
Kokkola	Kokkola
Prince of Wales Island, Nunavut	Île du Prince-de-Galles (Canada)
Sisimiut	Sisimiut
Järvenpää	Järvenpää
Soluna Samay	Soluna Samay
Rotorua	Rotorua
Toluca	Toluca
Kirkenes	Kirkenes
Ciudad Nezahualcóyotl	Nezahualcóyotl (ville)
Salo	Salo (Finlande)
Aasiaat	Aasiaat
Culiacán	Culiacán
Prinsesse Madeleine Sverige'mit	Madeleine de Suède
Serfaq	Guillemot à miroir
Palmerston North	Palmerston North
Østjerusalem	Jérusalem-Est
O'Hare International Airport	Aéroport international O'Hare de Chicago
John Bauer	John Bauer
Nablus	Naplouse
Kisumu	Kisumu
Lohja	Lohja
Can Tho	Cần Thơ
Levanger	Levanger
Aarluarsuk	Lagenorhynchus acutus
Issittup amarua	Loup arctique
Jens Fink-Jensen	Jens Fink-Jensen
Mahajanga	Mahajanga
Húsavík	Húsavík
Miluumasunik inungasunik ilisimatusarneq	Primatologie comparée
Naucalpan	Naucalpan de Juárez
Qaqortoq	Qaqortoq
Ramla	Ramla
Qaanaaq	Qaanaaq
Nunarput utoqqarsuanngoravit	Nunarput utoqqarsuanngoravit
Mombasa	Mombasa
Al Ain	Al Ain
Öland	Öland
Nakuru	Nakuru
Morogoro	Morogoro
Gujranwala	Gujranwala
Khulna	Khulnâ
Changwon	Changwon
Tabuk, Saudi Arabia	Tabuk
Kigoma	Kigoma
Qajaasaq	Thé du Labrador
Air Iceland	Flugfélag Íslands
Kangaamiut	Kangaamiut
Buraidah	Buraydah
Gray (Franche-Comté)	Gray (Haute-Saône)
Alluitsup-Paa	Alluitsup Paa
Shubra El-Kheima	Shubra El-Kheima
Al Hudaydah	Al Hudaydah
Abbotsford	Abbotsford (Colombie-Britannique)
Moshi	Moshi
Grise Fiord, Nunavut	Grise Fiord
Truro (Canada)	Truro (Nouvelle-Écosse)
Kimmirut, Nunavut	Kimmirut
Sharjah	Charjah (ville)
Upernavik	Upernavik
Qaqullunnaq	Puffin majeur
Hans Enoksen	Hans Enoksen
Khobar	Khobar
Al-Rayyan	Al Rayyan
Kuupik Kleist	Kuupik Kleist
Bahawalpur	Bahawalpur
Illoqqortoormiut	Ittoqqortoormiit
Eldoret	Eldoret
Rajshahi	Râjshâhî
Status Quo	Status Quo
Safri Duo	Safri Duo
Kiryat Shmona	Kiryat Shmona
Mbeya	Mbeya
Peder Severin Krøyer	Peder Severin Krøyer
Dawson City, Yukon	Dawson City
Jeddah	Djeddah
Aappilattoq	Aappilattoq
Chittagong	Chittagong
Nyeri	Nyeri
Bartholomeus van der Helst	Bartholomeus van der Helst
Vilhelm Hammershøi	Vilhelm Hammershøi
Dirck van Baburen	Dirck van Baburen
Jonathan Motzfeldt	Jonathan Motzfeldt
Dosouq	Dessouk
Marstrand	Marstrand
Air Greenland	Air Greenland
Nazareth	Nazareth
Narsaq	Narsaq
Alytus	Alytus
Murilo Benício	Murilo Benício
Ta'izz	Ta'izz
Sylhet	Sylhet
Sanne Salomonsen	Sanne Salomonsen
Sara Takanashi	Sara Takanashi
Per Kirkeby	Per Kirkeby
Lars-Emil Johansen	Lars Emil Johansen
Ammassivik	Ammassivik
Paramore	Paramore
Tczew	Tczew
Qeqqata Kommunia	Qeqqata
Mittarfik Tan Son Nhat	Aéroport international de Tân Sơn Nhất
Kommune Kujalleq	Kujalleq
William-Adolphe Bouguereau	William Bouguereau
Vågan	Vågan
Sariwon	Sariwon
Tanchon	Tanchon
Jan de Bray	Jan de Bray
Paamiut	Paamiut
Francis Rossi	Francis Rossi
Annoraaq	Anorak
Nuussuaq (Upernavik)	Nuussuaq
Gulu	Gulu
Antsirabe	Antsirabe
Atammik	Atammik
Kulusuk	Kulusuk
Nurmijärvi	Nurmijärvi
Bukan	Bukan
Vestmanna	Vestmanna
Kangaatsiaq	Kangaatsiaq
Kisitsisinik ilinniarneq	Calcul (mathématiques)
Seyðisfjörður	Seyðisfjörður
Pangnirtung	Pangnirtung
Nakhon Ratchasim	Nakhon Ratchasima
Arctic Bay, Nunavut	Arctic Bay
Qaasuitsup Kommunia	Qaasuitsup
Hudiksvall	Hudiksvall
Argir	Argir
Hat Yai	Hat Yai
Reykjanesbær	Reykjanesbær
Coral Harbour, Nunavut	Coral Harbour
Hadsund	Hadsund
Narsarmijit	Narsarmijit
Filosofi	Philosopher
Kullorsuaq	Kullorsuaq
Norðragøta	Norðragøta
Hoyvík	Hoyvík
Naalakkersuisut siulittaasuat	Liste des Premiers ministres du Groenland
Rønne	Rønne
Eiði	Eiði
Machakos	Machakos
Kommuneqarfik Sermersooq	Sermersooq
Mittarfik Buon Ma Thuot	Aéroport de Buôn Ma Thuôt
Kaechon	Kaechon
Fuglafjørður	Fuglafjørður
Tasiusaq (Nanortalik)	Tasiusaq (Kujalleq)
Ikerasak	Ikerasak
Barisal	Barisal
Uummannaq	Uummannaq
Atassut	Parti solidaire
Tvøroyri	Tvøroyri
Vágur	Vágur
Atuagagdliutit/Grønlandsposten	Atuagagdliutit/Grønlandsposten
Khamis Mushait	Khamis Mushait
Nonthaburi (illoqarfik)	Nonthaburi
Bornholm	Bornholm
Mittarfik Da Nang	Aéroport international de Đà Nẵng
Klaipėda	Klaipėda
Kuummiut	Kuummiut
Pigazzano	Pigazzano
Nationalparki Sirmilik	Parc national Sirmilik
Udon Thani	Udon Thani
Höfn	Höfn
Leirvík (Savalimmiut)	Leirvík
Surat Thani	Surat Thani
Sandavágur	Sandavágur
Hässleholm	Hässleholm
Qeqertarsuaq	Qeqertarsuaq
Maniitsoq	Maniitsoq
Najorpilik	Brosme brosme
Nanortalik	Nanortalik
Miðvágur	Miðvágur
Sargodha	Sargodha
Summerside (Canada)	Summerside
Khon Kaen	Khon Kaen
Mittarfik Ca Mau	Aéroport de Cà Mau
Ikiuutit:Ikiuutit	Aide:Sommaire
Qeqertarsuatsiaat	Qeqertarsuatsiaat
Meru (Kenya)	Meru (ville)
Gjógv	Gjógv
Ivittuut	Ivittuut
Qasigiannguit	Qasigiannguit
Saaremaa	Saaremaa
Uniaaluttuumasoq	Fourmilier
Sermiligaaq	Sermiligaaq
Igaliku	Igaliku
Igloolik	Igloulik
Kapisillit	Kapisillit
Puerto Natales	Puerto Natales
Qassiarsuk	Qassiarsuk
Siorapaluk	Siorapaluk
Faro, Yukon	Faro (Yukon)
Kangerlussuaq	Kangerlussuaq
Qassimiut	Qassimiut
Niaqornaarsuk	Niaqornaarsuk
Nakhon Si Thammarat	Nakhon Si Thammarat
Lower Hutt	Lower Hutt
Lira (Uganda)	Lira (Ouganda)
Mbale	Mbale
Pond Inlet	Pond Inlet
Sarfannguaq	Sarfannguit
Vrahovice	Vrahovice
Watson Lake, Yukon	Watson Lake (Yukon)
Gotland	Gotland
Peshawar	Peshawar
Ilisimatusarfik	Université du Groenland
Cascadia	Cascadie (mouvement d'indépendance)
Qeqertarsuup tunua	Baie de Disko
Mittarfik Nuuk	Aéroport de Nuuk
Utsunomiya Line	Ligne Utsunomiya
Muttrah	Matrah
Namminersornerullutik oqartussat	Home Rule
Puerto Williams	Puerto Williams
Druskininkai	Druskininkai
Salalah	Salalah
Tunu	Groenland-Oriental
Jaume Plensa	Jaume Plensa
Sumut atassuseq:Tysklandi	Catégorie:Allemagne
Sumut atassuseq:Ruslandi	Catégorie:Russie
Sumut atassuseq:Canada	Catégorie:Canada
Sumut atassuseq:Spania	Catégorie:Espagne
Sumut atassuseq:Kina	Catégorie:Chine
Sumut atassuseq:Japani	Catégorie:Japon
Sumut atassuseq:Australia	Catégorie:Australie
Sumut atassuseq:Mexiko	Catégorie:Mexique
Sumut atassuseq:India	Catégorie:Inde
Sumut atassuseq:Saudi Arabia	Catégorie:Arabie saoudite
Sumut atassuseq:Israel	Catégorie:Israël
Sumut atassuseq:Tyrkia	Catégorie:Turquie
Sumut atassuseq:Egypt	Catégorie:Égypte
Sumut atassuseq:Iran	Catégorie:Iran
Sumut atassuseq:New Zealand	Catégorie:Nouvelle-Zélande
Sumut atassuseq:Argentina	Catégorie:Argentine
Sumut atassuseq:Afghanistan	Catégorie:Afghanistan
Sumut atassuseq:Bangladesh	Catégorie:Bangladesh
Sumut atassuseq:Indonesia	Catégorie:Indonésie
Sumut atassuseq:Iraq	Catégorie:Irak
Sumut atassuseq:Pakistan	Catégorie:Pakistan
Sumut atassuseq:Poleni	Catégorie:Pologne
Sumut atassuseq:Korea Kujalleq	Catégorie:Corée du Sud
Sumut atassuseq:Tanzania	Catégorie:Tanzanie
Sumut atassuseq:Thailandi	Catégorie:Thaïlande
Sumut atassuseq:Ukraine	Catégorie:Ukraine
Sumut atassuseq:Vietnam	Catégorie:Viêt Nam
Sumut atassuseq:Nersut	Catégorie:Mammifère
Sumut atassuseq:Uumaatsulerineq	Catégorie:Physique
Sumut atassuseq:Pinngortitamik ilisimatusarneq	Catégorie:Sciences naturelles
Sumut atassuseq:Uumassuseqartulerineq	Catégorie:Biologie
Sumut atassuseq:Oqaluttuarisaaneq	Catégorie:Histoire
Sumut atassuseq:Nunavissuaq	Catégorie:Géographie
Sumut atassuseq:Upperisarsiorneq	Catégorie:Religion
Sumut atassuseq:Timersorneq	Catégorie:Sport
Sumut atassuseq:Ilisimatusaatit	Catégorie:Sciences
Sumut atassuseq:EU	Catégorie:Union européenne
Sumut atassuseq:Attaveqaqatigiinneq	Catégorie:Communication
T-41	Tupilakken 41
Antarktis	Région antarctique
Hyderabad (Pakistan)	Hyderâbâd (Pakistan)
Salluit, Québec	Salluit
Panevėžys	Panevėžys
Riffa	Riffa
Nanisivik, Nunavut	Nanisivik
Sumut atassuseq:Filosofi	Catégorie:Philosophie
Arsuk	Arsuk
Mittarfik Rach Gia	Aéroport de Rach Gia
Itilleq	Itilleq
Innaarsuit	Innaarsuit
Palanga	Palanga
Julie Berthelsen	Julie Berthelsen
Albert Küchler	Albert Küchler
Tasiusaq (Upernavik)	Tasiusaq (Qaasuitsup)
Qeqertaq (Nunaqarfik)	Qeqertaq
Ukkusissat	Ukkusissat
Kangersuatsiaq	Kangersuatsiaq
Susan Aglukark	Susan Aglukark
Tasiilaq	Tasiilaq
Kaniorlak	Agonus cataphractus
Kâgssagssuk	Kâgssagssuk
Attu	Attu (Groenland)
Tasiusaq	Tasiusaq
Saarloq	Saarloq
Ikerasaarsuk	Ikerasaarsuk
Eqalugaarsuit	Eqalugaarsuit
Kristian Zahrtmann	Kristian Zahrtmann
Antonio de Bellis	Antonio de Bellis
Benedicta Boccoli	Benedicta Boccoli
Georg Carl Amdrup	Georg Carl Amdrup
Katuaq	Centre culturel Katuaq
Sumut atassuseq:Naatsut	Catégorie:Wikipédia:ébauche
Sumut atassuseq:Kulturi	Catégorie:Culture
Sumut atassuseq:Humaniora	Catégorie:Sciences humaines et sociales
Sumut atassuseq:Nunarsualerineq	Catégorie:Géologie
Dronning Ingridip Napparsimmavissua	Dronning Ingrids Hospital
Eqaluk 56	Eqaluk 56
Mittarfeqarfiit	Mittarfeqarfiit
Anna Syberg	Anna Syberg
Ammassalik	Île d'Ammassalik
Anna Rita Del Piano	Anna Rita Del Piano
Sumut atassuseq:Wikipedia bots	Catégorie:Bot Wikipédia
Ana Lúcia Torre	Ana Lúcia Torre
Wikipedia:Administratorit	Wikipédia:Administrateur
Wikipedia:Bot	Wikipédia:Bot
Sumut atassuseq:Politik	Catégorie:Politique
Sumut atassuseq:Eqqumiitsuliorneq	Catégorie:Art
Kaunas	Kaunas
Egypt	Égypte
Ilisserut:Bot	Modèle:Bot
Wikipedia:Wikipedia tassaanngilaq	Wikipédia:Ce que Wikipédia n'est pas
Canada	Canada
Sumut atassuseq:Ungarni	Catégorie:Hongrie
Sumut atassuseq:Belgia	Catégorie:Belgique
Sumut atassuseq:Cyperni	Catégorie:Chypre
Sumut atassuseq:Tjekkia	Catégorie:République tchèque
Sumut atassuseq:Danmarki	Catégorie:Danemark
Sumut atassuseq:Estlandi	Catégorie:Estonie
Sumut atassuseq:Finlandi	Catégorie:Finlande
Sumut atassuseq:Grækenlandi	Catégorie:Grèce
Sumut atassuseq:Letlandi	Catégorie:Lettonie
Sumut atassuseq:Islandi	Catégorie:Islande
Sumut atassuseq:Luxembourg	Catégorie:Luxembourg
Sumut atassuseq:Litaueni	Catégorie:Lituanie
Sumut atassuseq:Sverige	Catégorie:Suède
Wikipedia:Piginnittussaatitaaneq	Wikipédia:Droit d'auteur
Sumut atassuseq:Anbefalet	Catégorie:Article de qualité
Sumut atassuseq:Europa	Catégorie:Europe
Ilisserut:Documentation	Modèle:Documentation
Wikipedia:Saqqaa	Wikipédia:Accueil de la communauté
Sumut atassuseq:User	Catégorie:Wikipédiens par langue
Wikipedia:Maleruaqqusat ileqqussallu	Wikipédia:Règles
Wikipedia:Kalluunnaveersaartoq	Wikipédia:Neutralité de point de vue
Wikipedia:Oqalliffinni ilanngutanni atsiortarit	Aide:Signature
Wikipedia:Atajuartitsineq	Aide:Articles à vérifier
Sung Jae-ki	Sung Jae-ki
Ilisserut:Softredirect	Modèle:Redirection douce
Ilisserut:Peerli	Modèle:Suppression Immédiate
Sumut atassuseq:Oqaatsit	Catégorie:Langue
Jonathan Petersen	Jonathan Petersen
Sumut atassuseq:Wikipedia	Catégorie:Wikipédia
Wikipedia:Ilisserutit	Aide:Liste de modèles
Ilisserut:Navbox	Modèle:Méta palette de navigation
Ilisserut:!	Modèle:!
Ilisserut:Tnavbar	Modèle:Tnavbar
Ilisserut:Nowrap	Modèle:Nobr
Sumut atassuseq:Afrika	Catégorie:Afrique
Sumut atassuseq:Juuli	Catégorie:Juillet
Sumut atassuseq:Juuni	Catégorie:Juin
Sumut atassuseq:Leksikoni	Catégorie:Livre
Sumut atassuseq:Qaammatit	Catégorie:Mois
Ilisserut:Babel	Modèle:Boîte Babel
Ilisserut:Commons	Modèle:Commons
Ilisserut:Stub	Modèle:Ébauche
Ilisserut:User az	Modèle:Utilisateur az
Ilisserut:User da	Modèle:Utilisateur da
Ilisserut:User da-1	Modèle:Utilisateur da-1
Ilisserut:User de	Modèle:Utilisateur de
Ilisserut:User de-1	Modèle:Utilisateur de-1
Ilisserut:User el	Modèle:Utilisateur el
Ilisserut:User es	Modèle:Utilisateur es
Ilisserut:User de-3	Modèle:Utilisateur de-3
Ilisserut:User en-3	Modèle:Utilisateur en-3
Ilisserut:User el-1	Modèle:Utilisateur el-1
Ilisserut:User en-1	Modèle:Utilisateur en-1
Ilisserut:User en-2	Modèle:Utilisateur en-2
Ilisserut:User en-4	Modèle:Utilisateur en-4
Ilisserut:User fi	Modèle:Utilisateur fi
Ilisserut:User en-0	Modèle:Utilisateur en-0
Ilisserut:User en	Modèle:Utilisateur en
Ilisserut:User de-2	Modèle:Utilisateur de-2
Ilisserut:User es-1	Modèle:Utilisateur es-1
Ilisserut:User sk	Modèle:Utilisateur sk
Ilisserut:User fr-2	Modèle:Utilisateur fr-2
Ilisserut:User fr	Modèle:Utilisateur fr
Sumut atassuseq:Februaari	Catégorie:Février
Sumut atassuseq:Asia	Catégorie:Asie
Sumut atassuseq:Chile	Catégorie:Chili
Sumut atassuseq:User uk	Catégorie:Utilisateur uk
Sumut atassuseq:Amerika Kujalleq	Catégorie:Amérique du Sud
Sumut atassuseq:User uk-N	Catégorie:Utilisateur uk-M
Ilisserut:Mod	Modèle:Mod
Ilisserut:NowCommons	Modèle:Image sur Commons
Ilisserut:User sv	Modèle:Utilisateur sv
Ilisserut:SIL	Modèle:Lien ISO 639-3
Ilisserut:User it	Modèle:Utilisateur it
Ilisserut:User uk	Modèle:Utilisateur uk
Ilisserut:Image label	Modèle:Image label
Ilisserut:Infoboks musiker	Modèle:Infobox Musique (artiste)
Ilisserut:Infobox Country	Modèle:Infobox Pays
Ilisserut:Anbefalet	Modèle:Article de qualité
Sumut atassuseq:User en-4	Catégorie:Utilisateur en-4
Sumut atassuseq:User en	Catégorie:Utilisateur en
Sumut atassuseq:User zh	Catégorie:Utilisateur zh
Sumut atassuseq:User en-2	Catégorie:Utilisateur en-2
Ilisserut:Template other	Modèle:Template other
Sumut atassuseq:Nerisassat imigassallu	Catégorie:Alimentation
Ilisserut:,	Modèle:·
Sumut atassuseq:Nunaateqarneq	Catégorie:Agriculture
Ilisserut:User ru	Modèle:Utilisateur ru
Sumut atassuseq:Palæstina	Catégorie:Palestine
Ilisserut:USAp præsidentii	Modèle:Palette Président des États-Unis
Ilisserut:Ulloq ukiuilu	Modèle:Date de naissance
Ilisserut:MONTHNAME	Modèle:MONTHNAME
Sumut atassuseq:Jannuaari	Catégorie:Janvier
Ilisserut:Image label end	Modèle:Image label fin
Ilisserut:Savalimmiut	Modèle:Îles Féroé
Ilisserut:Canada	Modèle:Canada
Ilisserut:Danmarki	Modèle:Danemark
Sumut atassuseq:Vietnami mittarfik	Catégorie:Aéroport au Viêt Nam
Ilisserut:Image label small	Modèle:Image label small
Ilisserut:Colombia	Modèle:Colombie
Ilisserut:Kalaallit Nunaat	Modèle:Groenland
Ilisserut:Sapakunnullui	Modèle:Palette Jours de la semaine
Ilisserut:Australia	Modèle:Australie
Sumut atassuseq:Ilusilersugaaneq	Catégorie:Architecture
Ilisserut:Nunavissussat	Modèle:Palette Masses continentales
Ilisserut:Pov	Modèle:Désaccord de neutralité
Sumut atassuseq:Stub	Catégorie:Modèle d'ébauche
Sumut atassuseq:Kalaallit Nunaat	Catégorie:Groenland
Sumut atassuseq:User simple	Catégorie:Utilisateur simple
Sumut atassuseq:User az	Catégorie:Utilisateur az
Sumut atassuseq:User sk	Catégorie:Utilisateur sk
Sumut atassuseq:User fr	Catégorie:Utilisateur fr
Sumut atassuseq:User sv	Catégorie:Utilisateur sv
Sumut atassuseq:User simple-4	Catégorie:Utilisateur simple-4
