Afrika	Afrique
Meyer Guggenheim	Meyer Guggenheim
Jimmy Armfield	Jimmy Armfield
Papakouli Diop	Papakouli Diop
Gueorgui Joukov	Gueorgui Joukov
Alfred Ilg	Alfred Ilg
Alain Gaspoz	Alain Gaspoz
Natanz	Natanz
Martin Andermatt	Martin Andermatt
Slátan Dudow	Slátan Dudow
Per Olsson	Per Olsson
Deanna Nolan	Deanna Nolan
Jean Maritz	Jean Maritz
Fredi Murer	Fredi Murer
Anne-Marie Miéville	Anne-Marie Miéville
Sergio Rodríguez	Sergio Rodríguez Gómez
Paulo Silas do Prado Pereira	Paulo Silas do Prado Pereira
Hans Behn-Eschenburg	Hans Behn-Eschenburg
Salma Hayek	Salma Hayek
Aretha Franklin	Aretha Franklin
William James	William James
Raúl Cárdenas	Raúl Cárdenas
Carlos Cuéllar	Carlos Cuéllar
Massimo Oddo	Massimo Oddo
Simon Mignolet	Simon Mignolet
Tiit Sokk	Tiit Sokk
Titus Bramble	Titus Bramble
Josico	Josico
Stéphane Guivarc'h	Stéphane Guivarc'h
St. Helena, Kalifornia	St. Helena
Winston Bogarde	Winston Bogarde
Jaime Ramírez Banda	Jaime Ramírez Banda
Mount Pleasant, Texas	Mount Pleasant (Texas)
Zhang Jingsong	Zhang Jingsong
Sergi Gómez	Sergi Gómez Solà
Thésée, Loir-et-Cher	Thésée (Loir-et-Cher)
Ricardo van Rhijn	Ricardo van Rhijn
Ian Holloway	Ian Holloway
Guo Shiqiang	Guo Shiqiang
Fraizer Campbell	Fraizer Campbell
Giorgio Francia	Giorgio Francia
Paúl Ambrosi	Paúl Ambrosi
Craig Gardner	Craig Gardner
David Meyler	David Meyler
Carl Robinson	Carl Robinson
Philippe Agostini	Philippe Agostini
Connor Wickham	Connor Wickham
Matthias Heidemann	Matthias Heidemann
Oliver Sorg	Oliver Sorg
André Francisco Moritz	André Francisco Moritz
Joris Mathijsen	Joris Mathijsen
Thomas Paine	Thomas Paine
Jack Colback	Jack Colback
Filippo Inzaghi	Filippo Inzaghi
Nonville, Vosges	Nonville (Vosges)
Marcelo Lipatín	Marcelo Lipatín
Metairie, Louisiana	Metairie (Louisiane)
Senlis (Oise)	Senlis (Oise)
Chantilly	Chantilly
Yılmaz Güney	Yılmaz Güney
Jan Ole Gerster	Jan-Ole Gerster
Rochus Gliese	Rochus Gliese
Dave Thomas	David Thomas
Lucas Piazón	Lucas Piazon
Levan Mchedlidze	Levan Mchedlidze
Mario Van Peebles	Mario Van Peebles
Saint-Maximin, Isère	Saint-Maximin (Isère)
Weinan	Weinan
Mangalore	Mangalore
Marcel L'Herbier	Marcel L'Herbier
Mark Price	Mark Price
Albert Abraham Michelson	Albert A. Michelson
La Carneille	La Carneille
Frank Zappa	Frank Zappa
Bissezeele	Bissezeele
Maimonides	Moïse Maïmonide
Douglas MacArthur	Douglas MacArthur
Daniel Carvajal	Daniel Carvajal
Nicolas Fauvergue	Nicolas Fauvergue
Tony Gatlif	Tony Gatlif
Asier Illarramendi	Asier Illarramendi
Taunton, Massachusetts	Taunton (Massachusetts)
Alfonso Montemayor	Alfonso Montemayor
John Salmons	John Salmons
Paul Leder	Paul Leder
Christopher Oualembo	Christopher Oualembo
Charles Binamé	Charles Binamé
Vitus Bering	Vitus Béring
Eygurande	Eygurande
Joel Pohjanpalo	Joel Pohjanpalo
Dimilafy	Pentagone
Beverly Hills, Kalifornia	Beverly Hills
Deborah Raffin	Deborah Raffin
Laktôzy	Lactose
Sead Kolašinac	Sead Kolašinac
Saul Martínez	Saúl Martínez
Syracuse, New York	Syracuse (New York)
Pope Innocent III	Innocent III
DuPont, Washington	DuPont (Washington)
Mick Jagger	Mick Jagger
Claude Lévi-Strauss	Claude Lévi-Strauss
Niagara Falls, New York	Niagara Falls (New York)
Danielle McCray	Danielle McCray
Waco, Texas	Waco (Texas)
Mohammad Reza Pahlavi	Mohammad Reza Pahlavi
Carrollton, Texas	Carrollton (Texas)
Frisco, Texas	Frisco (Texas)
Antônio Benedito da Silva	Antônio Benedito da Silva
Beaumont, Texas	Beaumont (Texas)
Will Robson Emilio Andrade	Will Robson Emilio Andrade
Abilene, Texas	Abilene (Texas)
Zheng Wu	Zheng Wu
Round Rock, Texas	Round Rock
Wichita Falls, Texas	Wichita Falls
Odessa, Texas	Odessa (Texas)
Richardson	Richardson (Texas)
Ri Myong-jun	Ri Myong-jun
Paul Martin	Paul Martin
Jean Chretien	Jean Chrétien
Kim Campbell	Kim Campbell
Richard William Howard Vyse	Richard William Howard Vyse
Brian Mulroney	Brian Mulroney
John Turner	John Turner
Joe Clark	Joe Clark
Lester Bowles Pearson	Lester Bowles Pearson
John Diefenbaker	John Diefenbaker
Louis St-Laurent	Louis St-Laurent
William Lyon Mackenzie King	William Lyon Mackenzie King
Richard Bedford Bennett	Richard Bedford Bennett
Arthur Meighen	Arthur Meighen
Robert Laird Borden	Robert Laird Borden
Wilfrid Laurier	Wilfrid Laurier
Charles Tupper	Charles Tupper
Hunchun	Hunchun
Mackenzie Bowell	Mackenzie Bowell
John Sparrow David Thompson	John Sparrow David Thompson
John Joseph Caldwell Abbott	John Joseph Caldwell Abbott
John A. Macdonald	John A. Macdonald
Oumarou Ganda	Oumarou Ganda
Alexander Mackenzie	Alexander Mackenzie (homme politique)
Beg Ferati	Beg Ferati
Jasper Cillessen	Jasper Cillessen
Steven Berghuis	Steven Berghuis
Fallou Diagne	Fallou Diagne
Ezequiel Calvente Criado	Ezequiel Calvente
Hidetoshi Nakata	Hidetoshi Nakata
Derk Boerrigter	Derk Boerrigter
John Forbes Nash	John Forbes Nash
Irving Berlin	Irving Berlin
Hubert Fournier	Hubert Fournier
Jan Rosenthal	Jan Rosenthal
Johannes Flum	Johannes Flum
Daniel Caligiuri	Daniel Caligiuri
Pavel Krmaš	Pavel Krmaš
Jean Fernandez	Jean Fernandez
Marco Höger	Marco Höger
John Ambrose Fleming	John Ambrose Fleming
Frédéric Antonetti	Frédéric Antonetti
Michael Owen	Michael Owen (football)
Toby Alderweireld	Toby Alderweireld
Alain Casanova	Alain Casanova
Vegar Eggen Hedenstad	Vegar Eggen Hedenstad
Olivier Occéan	Olivier Occéan
Erik Jendrišek	Erik Jendrišek
Tobias Sana	Tobias Sana
Marco Terrazzino	Marco Terrazzino
Rob Friend	Rob Friend
Sebastian Freis	Sebastian Freis
Gaëtan Bong	Gaëtan Bong
Thulani Serero	Thulani Serero
Lafayette, Louisiana	Lafayette (Louisiane)
Anthony Le Tallec	Anthony Le Tallec
Claude Puel	Claude Puel
Christian Gourcuff	Christian Gourcuff
William Pitt Tanora	William Pitt le Jeune
Kenneth Vermeer	Kenneth Vermeer
Lorenzo Ebecilio	Lorenzo Ebecilio
Daley Blind	Daley Blind
Grégory Pujol	Grégory Pujol
Niklas Moisander	Niklas Moisander
Nicolai Boilesen	Nicolai Boilesen
Élie Baup	Élie Baup
Kolbeinn Sigþórsson	Kolbeinn Sigþórsson
José Saez	José Saez
Mats Rits	Mats Rits
Harold Wilson	Harold Wilson
Edward Heath	Edward Heath
Alec Douglas-Home	Alec Douglas-Home
Harold Macmillan	Harold Macmillan
Miralem Sulejmani	Miralem Sulejmani
Garra Dembélé	Garra Dembélé
Anthony Eden	Anthony Eden
Clement Attlee	Clement Attlee
Max Kruse	Max Kruse (football)
Anton Putsila	Anton Putsila
Christophe Galtier	Christophe Galtier
Lucas Andersen	Lucas Andersen
Paul Pogba	Paul Pogba
Carmelo Anthony	Carmelo Anthony
Rainer Troppa	Rainer Troppa
Jonathan Schmid	Jonathan Schmid
Mensur Mujdža	Mensur Mujdža
Alexander Singer	Alexander Singer
Saint-Constant, Cantal	Saint-Constant (Cantal)
Ilan Boccara	Ilan Boccara
Stefano Denswil	Stefano Denswil
Jean-Louis Leca	Jean-Louis Leca
Joël Veltman	Joël Veltman
Jean-Marc Furlan	Jean-Marc Furlan
Ethel Merman	Ethel Merman
Danny Hoesen	Danny Hoesen
Fernandel	Fernandel
Davy Klaassen	Davy Klaassen
Matthias Ginter	Matthias Ginter
Oliver Baumann	Oliver Baumann
Ada Hegerberg	Ada Hegerberg
Christian Streich	Christian Streich
Ivan Santini	Ivan Santini
Kenny Lala	Kenny Lala
Éric Hély	Éric Hély
Loris Néry	Loris Néry
Nikolaï Ivanovitch Lobatchevski	Nikolaï Ivanovitch Lobatchevski
Jerson Cabral	Jerson Cabral
Henry M. Morris	Henry M. Morris
Luc Borrelli	Luc Borrelli
Hatshepsut	Hatchepsout
John, Mpanjakan'i Angletera	Jean sans Terre
Tonino Cervi	Tonino Cervi
Kenny Rollins	Kenny Rollins
Vivien Leigh	Vivien Leigh
Thomas Bickel	Thomas Bickel
Ediz Bahtiyaroğlu	Ediz Bahtiyaroğlu
Tim Cain	Tim Cain
Lav Diaz	Lav Diaz
Tony Leblanc	Tony Leblanc
Dougie Freedman	Dougie Freedman
Diego Fagúndez	Diego Fagúndez
Chernobyl	Tchernobyl
Siebe Schrijvers	Siebe Schrijvers
Mario Balotelli	Mario Balotelli
Marvin Compper	Marvin Compper
Xénophon	Xénophon
Georges-Frédéric Roskopf	Georges-Frédéric Roskopf
Kevin Volland	Kevin Volland
Manolo Gabbiadini	Manolo Gabbiadini
Kenan Görgün	Kenan Görgün
François I	François Ier (roi de France)
Philippe Celdran	Philippe Celdran
Thierry Moreau	Thierry Moreau (football)
Stéphane Lièvre	Stéphane Lièvre
Sandy Walsh	Sandy Walsh
Herriman, Utah	Herriman
Roosevelt, Utah	Roosevelt (Utah)
Panguitch, Utah	Panguitch
Fillmore, Utah	Fillmore (Utah)
William III an'i Angletera	Guillaume III d'Orange-Nassau
Parowan, Utah	Parowan
Morgan, Utah	Morgan (Utah)
Helper, Utah	Helper
Monticello, Utah	Monticello (Utah)
Kanab, Utah	Kanab
Castle Dale, Utah	Castle Dale
Markus Steinhöfer	Markus Steinhöfer
Duchesne, Utah	Duchesne (Utah)
Takuji Yonemoto	Takuji Yonemoto
Valérie Donzelli	Valérie Donzelli
Moab, Utah	Moab (Utah)
Nephi, Utah	Nephi (Utah)
Manti, Utah	Manti
Pablo Aimar	Pablo Aimar
Frederick II, Emperora Romana Masina	Frédéric II (empereur des Romains)
Éric Hassli	Éric Hassli
Chartres	Chartres
Choe Myong-ho	Choe Myong-ho
Jérôme Bosch	Jérôme Bosch
Jacques Derrida	Jacques Derrida
Philip II an'i Masedonia	Philippe II de Macédoine
Nicholas I an'i Rosia	Nicolas Ier de Russie
Elizabeth an'i Rosia	Élisabeth Ire (impératrice de Russie)
Kasimir Malevitch	Kasimir Malevitch
Papeete	Papeete
Francis II, Mpanjaka Romana Masina	François Ier d'Autriche
Jun'ichirō Koizumi	Jun'ichirō Koizumi
Plácido Domingo	Plácido Domingo
Philippe IV	Philippe IV le Bel
Robert Andrews Millikan	Robert Andrews Millikan
Harun al-Rashid	Hâroun ar-Rachîd
Air France	Air France
François Rabelais	François Rabelais
Yukio Hatoyama	Yukio Hatoyama
Paul Krugman	Paul Krugman
Maria Montessori	Maria Montessori
Henry David Thoreau	Henry David Thoreau
Imhotep	Imhotep
Carl Lewis	Carl Lewis
Lee Kuan Yew	Lee Kuan Yew
Oliver Kahn	Oliver Kahn
Arras	Arras
Sioux Falls, South Dakota	Sioux Falls
Nishapur	Nishapur
Kalifaty	Califat
Louis Daguerre	Louis Daguerre
Mary, Queen of Scots	Marie Stuart (reine d'Écosse)
Johann Krankl	Johann Krankl
Harry Houdini	Harry Houdini
Wikipedia:Fivoarana/*/Claude Simon	Claude Simon
Catherine de Medicis	Catherine de Médicis
Natal	Natal (Brésil)
Maria Theresa	Marie-Thérèse d'Autriche (1717-1780)
Johannes Diderik van der Waals	Johannes Diderik van der Waals
Henry Cavendish	Henry Cavendish
Humphry Davy	Humphry Davy
John Dewey	John Dewey
Tina Turner	Tina Turner
Kendrick Perkins	Kendrick Perkins
David O'Leary	David O'Leary
Óscar Pereiro	Óscar Pereiro
Sebastián Abreu	Sebastián Abreu
Roman Uzdenov	Roman Uzdenov
Henri Alexis Brialmont	Henri Alexis Brialmont
Zénon d'Élée	Zénon d'Élée
Malik Jabir	Malik Jabir
Andréas Voutsinas	Andréas Voutsinas
Joe Johnson	Joe Johnson
Shinzō Abe	Shinzō Abe
Erkki Karu	Erkki Karu
Bourges	Bourges
Robert Oppenheimer	Robert Oppenheimer
Tarō Asō	Tarō Asō
Modest Mussorgsky	Modeste Moussorgski
Biarritz	Biarritz
Vladimir Maïakovski	Vladimir Maïakovski
Florianópolis	Florianópolis
Gro Harlem Brundtland	Gro Harlem Brundtland
Alberto Fujimori	Alberto Fujimori
Willem Barentsz	Willem Barentsz
Pope Gregory VII	Grégoire VII
Bourg-en-Bresse	Bourg-en-Bresse
Ozzy Osbourne	Ozzy Osbourne
Gabriel Lippmann	Gabriel Lippmann
Lev Landau	Lev Landau
Solon	Solon
Tamatoa Wagemann	Tamatoa Wagemann
John Logie Baird	John Logie Baird
Ashley Cole	Ashley Cole
Lorenzo Burnet	Lorenzo Burnet
Banksy	Banksy
George Stephenson	George Stephenson
Emanuel Herrera	Emanuel Herrera
Lars von Trier	Lars von Trier
William Henry Bragg	William Henry Bragg
Jordan Spence	Jordan Spence
Vaudevant	Vaudevant
Colombier-le-Vieux	Colombier-le-Vieux
Saint-Victor, Ardèche	Saint-Victor (Ardèche)
Saint-Félicien, Ardèche	Saint-Félicien (Ardèche)
Saint-Jeure-d'Andaure	Saint-Jeure-d'Andaure
Devesset	Devesset
Bozas	Bozas
Arlebosc	Arlebosc
Guillaume Apollinaire	Guillaume Apollinaire
Virgil van Dijk	Virgil van Dijk
Will Hughes	Will Hughes
Irakli Sirbiladze	Irakli Sirbiladze
Mike Petke	Mike Petke
Johan Kappelhof	Johan Kappelhof
Walter R. Booth	Walter R. Booth
Rachel Weisz	Rachel Weisz
Fikambanana Iraisam-pirenena ny Frankôfônia	Organisation internationale de la francophonie
Cnut Lehibe	Knut le Grand
José de San Martín	José de San Martín
Oscar Niemeyer	Oscar Niemeyer
Truman Capote	Truman Capote
Magic Johnson	Magic Johnson
Plotin	Plotin
Blain, Loire-Atlantique	Blain
Tennessee Williams	Tennessee Williams
Agey	Agey
Ancey	Ancey
Arcey, Côte-d'Or	Arcey (Côte-d'Or)
Aubigny-lès-Sombernon	Aubigny-lès-Sombernon
Barbirey-sur-Ouche	Barbirey-sur-Ouche
Baulme-la-Roche	Baulme-la-Roche
Blaisy-Bas	Blaisy-Bas
Blaisy-Haut	Blaisy-Haut
Bussy-la-Pesle, Côte-d'Or	Bussy-la-Pesle (Côte-d'Or)
Drée	Drée
Échannay	Échannay
Gergueil	Gergueil
Gissey-sur-Ouche	Gissey-sur-Ouche
Grosbois-en-Montagne	Grosbois-en-Montagne
Mesmont, Côte-d'Or	Mesmont (Côte-d'Or)
Montoillot	Montoillot
Prâlon	Prâlon
Remilly-en-Montagne	Remilly-en-Montagne
Blanche-Neige et les Sept Nains	Blanche-Neige et les Sept Nains
Yukio Mishima	Yukio Mishima
Saint-Anthot	Saint-Anthot
Saint-Jean-de-Bœuf	Saint-Jean-de-Bœuf
Sainte-Marie-sur-Ouche	Sainte-Marie-sur-Ouche
Saint-Victor-sur-Ouche	Saint-Victor-sur-Ouche
Savigny-sous-Mâlain	Savigny-sous-Mâlain
Sombernon	Sombernon
Verrey-sous-Drée	Verrey-sous-Drée
Vieilmoulin	Vieilmoulin
Pope Boniface VIII	Boniface VIII
George Boole	George Boole
José Luis Mato	José Luis Mato
Abdul Hamid II	Abdülhamid II
Danny Boyle	Danny Boyle
Taras Shevchenko	Taras Chevtchenko
Lukas Podolski	Lukas Podolski
Vilmos Zsigmondy	Vilmos Zsigmondy
Chrístos Tapoútos	Chrístos Tapoútos
Fede vico	Fede Vico
Paul Josef Crutzen	Paul Josef Crutzen
Wu Naiqun	Wu Naiqun
Sun Jun	Sun Jun (basket-ball)
Jiang Xingquan	Jiang Xingquan
Pitso Mosimane	Pitso Mosimane
Issy-les-Moulineaux	Issy-les-Moulineaux
Gabriel Agbonlahor	Gabriel Agbonlahor
Julio Hernan Rossi	Julio Hernán Rossi
Puy-l'Évêque	Puy-l'Évêque
Pablo Bastianini	Pablo Bastianini
David Bisconti	David Bisconti
Brett Holman	Brett Holman
Springfield, Missouri	Springfield (Missouri)
Dejan Savićević	Dejan Savićević
Walther Rathenau	Walther Rathenau
Camblanes-et-Meynac	Camblanes-et-Meynac
109 Felicitas	(109) Félicité
ZAZ (cinéma)	ZAZ (cinéma)
1127 Mimi (1929 AJ)	(1127) Mimi
1133 Lugduna (1929 RC1)	(1133) Lugduna
Yves De Winter	Yves De Winter
Eduardo López de Romaña	Eduardo López de Romaña
Lars Unnerstall	Lars Unnerstall
James Harden	James Harden
Andre Iguodala	Andre Iguodala
1193 Africa (1931 HB)	(1193) Africa
Marco Di Vaio	Marco Di Vaio
Fabrizio Miccoli	Fabrizio Miccoli
Mauro Icardi	Mauro Icardi
Wissam Ben Yedder	Wissam Ben Yedder
Arkadiusz Milik	Arkadiusz Milik
1239 Queteleta (1932 CB)	(1239) Queteleta
1241 Dysona (1932 EB1)	(1241) Dysona
Sebastián Viberti	Sebastián Viberti
1257 Mora (1932 PE)	(1257) Móra
Jens Stryger Larsen	Jens Stryger Larsen
Laval-d'Aurelle	Laval-d'Aurelle
Saint-André-en-Vivarais	Saint-André-en-Vivarais
Cellier-du-Luc	Cellier-du-Luc
Mars, Ardèche	Mars (Ardèche)
Saint-Laurent-les-Bains	Saint-Laurent-les-Bains
Rochepaule	Rochepaule
127 Johanna	(127) Johanna
Raimund Krauth	Raimund Krauth
John Guillermin	John Guillermin
Lasse Larsson	Lasse Larsson
Sakichi Toyoda	Sakichi Toyoda
Hélder Barbosa	Hélder Barbosa
Alen Halilović	Alen Halilović
Noureddine Naybet	Noureddine Naybet
Jesús Eduardo Zavala	Jesús Eduardo Zavala
Michael Keaton	Michael Keaton
Park Geun-hye	Park Geun-hye
Alexandre Pato	Alexandre Pato
Carquebut	Carquebut
Radamel Falcao García	Radamel Falcao
Larisa Shepitko	Larisa Shepitko
Bekir Refet	Bekir Refet
John Scott Russell	John Scott Russell
Tournehem-sur-la-Hem	Tournehem-sur-la-Hem
Maubeuge	Maubeuge
Zygmunt Anczok	Zygmunt Anczok
Wayne Hennessey	Wayne Hennessey
Lukáš Zelenka	Lukáš Zelenka
Livermore, Kalifornia	Livermore
Zabol	Zabol (Iran)
Léo Westermann	Léo Westermann
1432 Ethiopia (1937 PG)	(1432) Ethiopia
Karim Aouadhi	Karim Aouadhi
Matías Delgado	Matías Delgado
Edwin Villafuerte	Edwin Villafuerte
144 Vibilia	(144) Vibilia
Valérie Nicolas	Valérie Nicolas
Magnus Jernemyr	Magnus Jernemyr
Zach Braff	Zach Braff
Zach Helm	Zach Helm
Zach Randolph	Zach Randolph
Zach Wells	Zach Wells
Zacharias Kunuk	Zacharias Kunuk
Zachary Levi	Zachary Levi
Géza Gulyás	Géza Gulyás
Panipat	Panipat
Hugo Gélin	Hugo Gélin
1488 Aura (1938 XE)	(1488) Aura
Zack Snyder	Zack Snyder
Zack Wright	Zack Wright
Vals-des-Tilles	Vals-des-Tilles
Muslim ibn al-Hajjaj	Muslim ibn al-Hajjaj
Zafer Biryol	Zafer Biryol
Fouquenies	Fouquenies
Zafer Özgültekın	Zafer Özgültekin
J. G. Ballard	J. G. Ballard
Ubaldo Fillol	Ubaldo Fillol
John Donne	John Donne
1528 Conrada (1940 CA)	(1528) Conrada
Zahedan	Zahedan
1543 Bourgeois (1941 SJ)	(1543) Bourgeois
John Kay	John Kay (inventeur)
Samuel Crompton	Samuel Crompton
James Hargreaves	James Hargreaves
Ivan Okhlobystine	Ivan Okhlobystine
1553 Bauersfelda (1940 AD)	(1553) Bauersfelda
Sebastian Kehl	Sebastian Kehl
Antonio Langella	Antonio Langella
1627 Ivar (1929 SH)	(1627) Ivar
Moctezuma II	Moctezuma II
Frohen-sur-Authie	Frohen-sur-Authie
Fréchencourt	Fréchencourt
1652 Herge (1953 PA)	(1652) Hergé
Fricourt	Fricourt
1657 Roemera (1961 EA)	(1657) Roemera
Radmilo Mihajlović	Radmilo Mihajlović
Fresnoy-en-Chaussée	Fresnoy-en-Chaussée
1672 Gezelle (1935 BD)	(1672) Gezelle
Framicourt	Framicourt
Soupir	Soupir (Aisne)
Dino Rađa	Dino Rađa
Klaus Fichtel	Klaus Fichtel
Francières, Somme	Francières (Somme)
Michael Tarnat	Michael Tarnat
Fransu	Fransu
Fransures	Fransures
Fresnes-Mazancourt	Fresnes-Mazancourt
Guillermo González Camarena	Guillermo González Camarena
Mickaël Pagis	Mickaël Pagis
Kewaunee, Wisconsin	Kewaunee
Fricamps	Fricamps
1706 Dieckvoss (1931 TS)	(1706) Dieckvoss
Fresnoy-Andainville	Fresnoy-Andainville
Fresnoy-au-Val	Fresnoy-au-Val
Neymar	Neymar
Allentown, Pennsylvania	Allentown (Pennsylvanie)
Emilio Recoba	Emilio Recoba
Frémontiers	Frémontiers
Mark de Vries	Mark de Vries
Frettecuisse	Frettecuisse
1732 Heike (1943 EY)	(1732) Heike
Eusèbe de Césarée	Eusèbe de Césarée
Frettemeule	Frettemeule
Sachiko Hidari	Sachiko Hidari
Karl-Heinz Körbel	Karl-Heinz Körbel
Dele Aiyenugba	Dele Aiyenugba
Willi Schulz	Willi Schulz
La Habra Heights, Kalifornia	La Habra Heights
Earl Rowland	Earl Rowland
Grants Pass, Oregon	Grants Pass
Fransart	Fransart
Willie Maley	Willie Maley
Friaucourt	Friaucourt
Frise, Somme	Frise (Somme)
Fresnoy-lès-Roye	Fresnoy-lès-Roye
Chris Philipps	Chris Philipps
Franvillers	Franvillers
Fresneville	Fresneville
Rafael Benítez	Rafael Benítez
Franleu	Franleu
Julius Aghahowa	Julius Aghahowa
Franqueville, Somme	Franqueville (Somme)
1819 Laputa (1948 PC)	(1819) Laputa
Fresnes-Tilloloy	Fresnes-Tilloloy
Dimitri Logothetis	Dimitri Logothetis
Fressenneville	Fressenneville
Zaine Francis-Angol	Zaine Francis-Angol
Friville-Escarbotin	Friville-Escarbotin
Adolfo Schwelm Cruz	Adolfo Schwelm Cruz
Pius Ikedia	Pius Ikedia
Herbert Spencer	Herbert Spencer
Zak Whitbread	Zak Whitbread
Zakaria Labyad	Zakaria Labyad
Phil Collins	Phil Collins
Eric Ejiofor	Eric Ejiofor
James Obiorah	James Obiorah
Hengyang	Hengyang
Femi Opabunmi	Femi Opabunmi
Benedict Akwuegbu	Benedict Akwuegbu
Efe Sodje	Efe Sodje
Mariano García Remón	Mariano García Remón
Kevin Willis	Kevin Willis
Justice Christopher	Justice Christopher
Yahya Golmohammadi	Yahya Golmohammadi
Zbigniew Zakrzewski	Zakrzewski
Fourcigny	Fourcigny
Bonham, Texas	Bonham (Texas)
Saint-Bauzille-de-Putois	Saint-Bauzille-de-Putois
Fonches-Fonchette	Fonches-Fonchette
Flesselles	Flesselles
Fluy	Fluy
Fossemanant	Fossemanant
Zalman King	Zalman King
Yosuke Nozawa	Yosuke Nozawa
Forceville-en-Vimeu	Forceville-en-Vimeu
Forest-l'Abbaye	Forest-l'Abbaye
Tanaka Giichi	Tanaka Giichi
Jim Wynorski	Jim Wynorski
Aatif Chahechouhe	Aatif Chahechouhe
Pedro Mosquera	Pedro Mosquera
Fourdrinoy	Fourdrinoy
Isaac Okoronkwo	Isaac Okoronkwo
Ifeanyi Udeze	Ifeanyi Udeze
Framerville-Rainecourt	Framerville-Rainecourt
Fleury, Somme	Fleury (Somme)
1911 Schubart (1973 UD)	(1911) Schubart
Flers-sur-Noye	Flers-sur-Noye
Kimmo Muurinen	Kimmo Muurinen
La Haie-Fouassière	La Haie-Fouassière
Forceville	Forceville
1919 Clemence (1971 SA)	(1919) Clemence
1920 Sarmiento (1971 VO)	(1920) Sarmiento
Folleville, Somme	Folleville (Somme)
Fontaine-sous-Montdidier	Fontaine-sous-Montdidier
Vladimir Jugović	Vladimir Jugović
Fouencamps	Fouencamps
Jean Bosco	Jean Bosco
Fontaine-lès-Cappy	Fontaine-lès-Cappy
Pôlistirenina	Polystyrène
1946 Walraven (1931 PH)	(1946) Walraven
Foucaucourt-Hors-Nesle	Foucaucourt-Hors-Nesle
Foucaucourt-en-Santerre	Foucaucourt-en-Santerre
19521 Chaos (1998 WH24)	(19521) Chaos
Folies	Folies
Flixecourt	Flixecourt
Fouquescourt	Fouquescourt
Bakelita	Bakélite
Fontaine-le-Sec	Fontaine-le-Sec
Fontaine-sur-Somme	Fontaine-sur-Somme
Zanjan, Iran	Zanjan
Bartholomew Ogbeche	Bartholomew Ogbeche
2005 Hencke (1973 RA)	(2005) Hencke
Sofyane Cherfa	Sofyane Cherfa
Zanesville, Ohio	Zanesville (Ohio)
Miralem Pjanić	Miralem Pjanić
Ajay Devgan	Ajay Devgan
Mathéus Coradini Vivian	Mathéus Coradini Vivian
Zanzan Atte-Oudeyi	Zanzan Atte-Oudeyi
John Utaka	John Utaka
Rabiu Afolabi	Rabiu Afolabi
Austin Ejide	Austin Ejide
Mudashiru Lawal	Mudashiru Lawal
Vincent Enyeama	Vincent Enyeama
2054 Gawain (4097 P-L)	(2054) Gawain
Kolo Touré	Kolo Touré
Fort-Mahon-Plage	Fort-Mahon-Plage
Fouilloy, Somme	Fouilloy (Somme)
Joseph Yobo	Joseph Yobo
Emilijo Kovačić	Emilijo Kovačić
Fontaine-sur-Maye	Fontaine-sur-Maye
Flers, Somme	Flers (Somme)
Zat Knight	Zat Knight
Arsac-en-Velay	Arsac-en-Velay
Ida Lupino	Ida Lupino
Kevin Nolan	Kevin Nolan
Jack Benny	Jack Benny
2391 Tomita (1957 AA)	(2391) Tomita
Guru Dutt	Guru Dutt
2515 Gansu (1964 TX1)	(2515) Gansu
Charles Vidor	Charles Vidor
258 Tyche	(258) Tyché
26 Proserpina	(26) Proserpine
Mickaël Landreau	Mickaël Landreau
268 Adorea	(268) Adorea
271 Penthesilea	(271) Penthésilée
Alboussière	Alboussière
Les Albres	Les Albres
George McCartney	George McCartney
Stéphane Sessègnon	Stéphane Sessègnon
Steven Fletcher	Steven Fletcher (football)
David de Gea	David de Gea (football)
Winston Reid	Winston Reid
Danny Ferry	Danny Ferry
292 Ludovica	(292) Ludovica
Anandrano	Cresson de fontaine
Ivica Olić	Ivica Olić
Leopold I, Emperora Romana Masina	Léopold Ier de Habsbourg
Muggsy Bogues	Muggsy Bogues
Shawn Kemp	Shawn Kemp
Santiago Ramón y Cajal	Santiago Ramón y Cajal
Alexander Dubček	Alexander Dubček
Ferdinand I, Emperora Romana Masina	Ferdinand Ier (empereur des Romains)
Henry the Fowler	Henri Ier de Germanie
George Carlin	George Carlin
William I, German Emperor	Guillaume Ier (empereur allemand)
Gérard Philipe	Gérard Philipe
Antoine van Dyck	Antoine van Dyck
Porfirio Díaz	Porfirio Díaz
Charles Ilaibota	Charles III le Gros
Maximilian I, Emperora Romana Masina	Maximilien Ier (empereur des Romains)
Lothair I	Lothaire Ier
Saint-Cricq	Saint-Cricq (Gers)
Ishirō Honda	Ishirō Honda
Gong Li	Gong Li
Charles Algernon Parsons	Charles Algernon Parsons
Marko Marin	Marko Marin
316 Goberta	(316) Goberta
Gene Hackman	Gene Hackman
Martin Demichelis	Martín Demichelis
Jakub Błaszczykowski	Jakub Błaszczykowski
Kevin-Prince Boateng	Kevin-Prince Boateng
Michael Rensing	Michael Rensing
Hennes Weisweiler	Hennes Weisweiler
Jérôme Boateng	Jérôme Boateng
Robert Lewandowski	Robert Lewandowski
Holger Badstuber	Holger Badstuber
Mohammed Fayez	Mohammed Fayez
Jean-Paul Boëtius	Jean-Paul Boëtius
António de Oliveira Salazar	António de Oliveira Salazar
George Marshall	George Marshall (général)
