Afrika	Afrique
Cudur	Maladie
Niikotiin	Nicotine
Malaariyo	Paludisme
Cunto xumida	Malnutrition
Benseliin	Pénicilline
Nantes	Nantes
AIDS	Syndrome d'immunodéficience acquise
Sokorow	Diabète sucré
Template:Location map Yemen	Modèle:Géolocalisation/Yémen
Mona Lisa	La Joconde
Horgale (Fiisikis)	Système international d'unités
Burj Khalifa	Burj Khalifa
Gidaarka Shiinaha	Grande Muraille
Abyoone	Entier relatif
Kubad	Sphère
Dawladii Cabaasiyiinta	Califat abbasside
Dawlada Cosmaniya	Empire ottoman
Koronto	Électricité
Seef	Épée
Pawlo Kuwelho	Paulo Coelho
Stephan El Shaarawy	Stephan El Shaarawy
Liin	Orange (fruit)
Af-Soomaali	Somali
Aljaziira	Aljazeera
Hal-xeraale	Casse-tête
Carabi	Arabe
Xorta ah	Œuvre libre
Baar	Arecaceae
Dollar	Dollar
Ra'iisul wasaare	Premier ministre
Araga	Optique
Calan	Drapeau
Qalin Qori	Crayon
Saabaan	Meuble
Template:Location map Sudan	Modèle:Géolocalisation/Soudan
Template:Location map Eritrea	Modèle:Géolocalisation/Érythrée
Template:Location map Ethiopia	Modèle:Géolocalisation/Éthiopie
Template:Location map Djibouti	Modèle:Géolocalisation/Djibouti
Template:Location map Somalia	Modèle:Géolocalisation/Somalie
Template:Location map Nigeria	Modèle:Géolocalisation/Nigeria
Template:Location map Uganda	Modèle:Géolocalisation/Ouganda
Geri	Girafe
Faruur	Lèvre
Shaarbo	Moustache
Midowga Sofiyet	Union des républiques socialistes soviétiques
Qolofta kore ee Dhulka	Croûte terrestre
Lil Wayne	Lil Wayne
FC Bayern München	Bayern Munich
Queen	Queen
Kanye West	Kanye West
Saableyda feeraha	Cage thoracique
Huguri	Gorge (anatomie)
Wikipedia:Maqaallo Xul Ah	Wikipédia:Articles de qualité
Maalmaha	Lumière du jour
Aduunka	Monde (univers)
Wikipedia:Goob	Wikipédia:Le Bistro
Nanjing	Nankin
Mayotte	Mayotte
Goobo	Cercle
Cesc Fàbregas	Cesc Fàbregas
Mobile	Téléphone mobile
Goronyo	Autruche d'Afrique
Kuuriya	Corée
Manchester	Manchester
1000	1000
999	999
Yeey	Canis lupus
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
Manchester United FC	Manchester United Football Club
1935	1935
1934	1934
Axdiga Cusub	Nouveau Testament
Qafqaas	Caucase
Sagaal	9 (nombre)
Dabaqaroof	Scorpiones
Koobka Adduunka	Coupe du monde de football
Boolo	Pélican
Macdin Alkaliini ah	Métal alcalin
Macdin dhuleed ah	Métal alcalino-terreux
Rafael Correa	Rafael Correa
Transitional Metal	Métal de transition
Bir la Mood	Métalloïde
Bir Ma Ahe	Non-métal
Guruubka 17	Halogène
Neefta Gobta	Gaz noble
5	5
4	4
3	3
2	2
Buqarest	Bucarest
Louvre	Musée du Louvre
Motorhead	Motörhead
Dameer	Âne commun
Wikipedia:Maqaal Cusub	Wikipédia:Bons contenus
6	6
Axdigii Hore	Ancien Testament
Saddax-xagal	Triangle
Lady Gaga	Lady Gaga
Luqada Hindo Yurub	Langues indo-européennes
Breinigerberg	Breinigerberg
Muammar Qadaafi	Mouammar Kadhafi
Shabeel	Tigre
Francesco Totti	Francesco Totti
PSY	Psy (chanteur)
Nissan	Nissan
Booyad	Camion-citerne
Walhade	Pendule (physique)
Samsung	Groupe Samsung
Skandinafiyen	Scandinavie
Aruba	Aruba
Smartphone	Smartphone
Shidaal	Pétrole
Isuduwe Habka Juqraafiga	Coordonnées géographiques
Banki	Banque
1	1
10	10
20	20
30	30
Abkhazia	Abkhazie
40	40
9	9
7	7
8	8
Todoba	7 (nombre)
Sideed	8 (nombre)
Todobaad	Semaine
Deero	Cervidae
Baraf	Glace
Toon	Ail cultivé
Musée d'Orsay	Musée d'Orsay
Anthroboloji	Anthropologie
Badacas	Mer Rouge
13	13
Koonfur Ossetia	Ossétie du Sud
Ulan Bator	Oulan-Bator
51	51
Jasiirad	Île
Cad	Blanc
Madaw	Noir
37	37
900	900
Lordi	Lordi
Basal	Oignon
Lix	6 (nombre)
700	700
Yaanyo	Tomate
George H. W. Bush	George H. W. Bush
68	68
89	89
11	11
Quang Binh	Province de Quảng Bình
Entrena	Entrena
Dhulbare	Équateur terrestre
NASA	National Aeronautics and Space Administration
Benito Mussolini	Benito Mussolini
15	15
14	14
17	17
500	500
150	150
Qaamuus	Dictionnaire
Bermuda	Bermudes
Madax	Tête (anatomie)
Wellington	Wellington
23	23
800	800
Heesta qaranka	Hymne national
42	42
Afarta jiho	Point cardinal
18	18
Nuurad	Calcaire
19	19
16	16
21	21
26	26
41	41
32	32
33	33
Falastiin	Palestine
Valletta	La Valette
200	200
38	38
43	43
39	39
24	24
79	79
61	61
104	104
29	29
102	102
100	100
Haramcad	Guépard
Afarta xilli	Saison
101	101
105	105
108	108
Dhuxul Dhagax	Charbon
22	22
46	46
25	25
153	153
156	156
31	31
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
60	60
47	47
Guumees	Strigiformes
Nederlaan Antiilis	Antilles néerlandaises
Bahda Bisada	Felidae
Ambeer	Ampère
Isotope	Isotope
Göteborg	Göteborg
Culeys	Poids
Geed Timir	Phoenix dactylifera
Burris	Marteau (outil)
Racibórz	Racibórz
Odense	Odense
Kobe Bryant	Kobe Bryant
Luqadaha Berberiga	Langues berbères
600	600
400	400
300	300
Tilburg	Tilbourg
Dayax gacmeed	Satellite artificiel
Horseed FC	Horsed Football Club
Taylor Swift	Taylor Swift
Khaalid bin Waliid	Khalid ibn al-Walid
Bariga Afrika	Afrique de l'Est
Fiat	Fiat
Bartamaha Ameerika	Amérique centrale
Af-Cafari	Afar (langue)
Magrib	Maghreb
Amxaari	Amharique
36)	36
Tin	Poil
Wareeg	Périmètre
Portal:Af-maal	Portail:Langues
Dhicis	Fausse couche
Dhar	Textile
Kacdoonka masar	Révolution égyptienne de 2011
Willis Tower	Willis Tower
Kacbada	Kaaba
Beatriks	Beatrix (reine des Pays-Bas)
Isuzu	Isuzu
Dublad	Entonnoir
159	159
107	107
103	103
152	152
240	240
197	197
70	70
Duqa	Maire
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
151	151
155	155
50	50
260	260
45	45
49	49
230	230
Zhengzhou	Zhengzhou
154	154
52	52
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
91	91
190	190
109	109
53	53
270	270
Madaxweyne	Président
63	63
86	86
401	401
99	99
98	98
110	110
137	137
138	138
140	140
130	130
210	210
220	220
Dell	Dell
180	180
158	158
157	157
106)	106
48	48
97	97
Yuumbi	Istiophoridae
56	56
93	93
Alofi	Alofi (Niue)
57	57
Jamestown	Jamestown (Sainte-Hélène)
Walaal	Fratrie
170	170
171	171
172	172
58	58
59	59
139	139
134	134
135	135
96)	96
92	92
133	133
176	176
131	131
Fowdo	Anarchie
Jasiirad Dhuleedka Carabta	Arabie
250	250
280	280
290	290
Mindi	Couteau
Masaajid	Mosquée
Akon	Akon
Dumnad	Dominos (jeu)
174	174
International Standard Book Number	International Standard Book Number
132	132
178	178
Luqadaha Tashaadiga	Langues tchadiques
Drake	Drake (chanteur)
Luqadaha Kushiitiga	Langues couchitiques
Afguri	Dialecte
95	95
94	94
257	257
Biriq	Foudre
Gacan	Main
Luqadaha Omotik	Langues omotiques
Af-Oromo	Oromo (langue)
Caleen	Feuille
Jilaa	Acteur
Niue	Niue
Luqadaha Semitiga	Langues sémitiques
Justin Bieber	Justin Bieber
Xusni Mubaarak	Hosni Moubarak
Af-Tigrinya	Tigrigna
Af-Tigre	Tigré (langue)
Dhululubo	Cylindre
Subag	Beurre
Yaasir Carafaat	Yasser Arafat
Fara-ka hadal	Langue des signes
136	136
Injiil	Évangiles
Alexander Graham Bell	Alexander Graham Bell
Tasmaniya	Tasmanie
Rotterdam	Rotterdam
Saabuun	Savon
Cabdillahi ibn Cabdi al Mudalib	'Abdullah ibn 'Abdil-Mouttalib
Mošovce	Mošovce
Zeyd Binu Xaaritha	Zayd ibn Harithah
Shakira	Shakira
Jaamacadda Oxford	Université d'Oxford
Maxamuud Axmadinajaad	Mahmoud Ahmadinejad
CD	Disque compact
Al-Qaacida	Al-Qaïda
Maxamed Al-faatex	Mehmed II
Jeer	Hippopotamus amphibius
Far	Doigt
Furaat	Euphrate
Gacanka Faarsiga	Golfe Persique
Cilmiga bulshada	Sciences humaines et sociales
Somaliland	Somaliland
Ciida sanadka cusub	Jour de l'an
Babaay	Papayer
Brisbane	Brisbane
Fiitamiin	Vitamine
Towraad	Torah
Koonfur Joorjiya iyo Koonfurta Jasiiradaha Sanwij	Géorgie du Sud-et-les Îles Sandwich du Sud
Maahmaah	Proverbe
Noemi	Noemi (chanteuse)
Website	Site web
Ido	Ido
Sumeer	Sumer
Kolonbo	Colombo
Dariishad	Fenêtre
Medina	Médine
Akkadiyaan	Akkadien
Booliis	Police (institution)
UEFA	Union des associations européennes de football
Tigris	Tigre (fleuve)
Koonfur Australia (gobol)	Australie-Méridionale
Baarlamaan	Parlement
Maatar	Matière
Jaamacadda Cambridge	Université de Cambridge
Fulinta (Dawlad)	Pouvoir exécutif
Hurdo	Sommeil
Neefta	Asthme
Doon	Bateau
Queensland	Queensland
Mohammed ali Clay,	Mohamed Ali (boxe anglaise)
Beyoncé Knowles	Beyoncé
Urur	Ensemble
Siligo	Siligo
Riyo	Rêve
Bur	Farine
Dhigaha	Longitude
Kimikal dibusocod	Réaction chimique
Den Haag	La Haye
Goriila	Gorille
Daylight saving time	Heure d'été
Daanta galbeed	Cisjordanie
Maraykanka assalkoodii	Amérindiens
Siinaa	Sinaï
Albaab	Porte (architecture)
Rihanna	Rihanna
Hargab Doofaar	Grippe porcine
Cinjo	Ongle
Ugaadhsi	Chasse
Toshiro Mifune	Toshirō Mifune
Waji	Visage
Aleksander Fileming	Alexander Fleming
Musmaar	Clou
Nabi Suleymaan C.S.	Salomon (Bible)
Yahoo	Yahoo!
AK-47	AK-47
Mowjad	Onde
Dhexroor	Diamètre
Bare	Instituteur
Internet Movie Database	Internet Movie Database
Dalai Lama	Dalaï-lama
Jilib (xubin)	Genou
ISO 4217	ISO 4217
Tomas hobis	Thomas Hobbes
Campora San Giovanni	Campora San Giovanni
Jirjiroole	Chamaeleonidae
Cusmaan bin Cafaan	Othmân ibn Affân
Jaandi	Alliage
Nafto	Gazole
Qare	Pastèque
Toban iyo shan	15 (nombre)
Rikter Cabir	Magnitude d'un séisme
Xamaas	Hamas
Ruhollah Khomeini	Rouhollah Khomeini
Rajab Dayib Erdogaan	Recep Tayyip Erdoğan
Mug	Volume
Jamaal Cabdinaasir	Gamal Abdel Nasser
Bluetooth	Bluetooth
Cali	Ali ibn Abi Talib
Marinka Gaza	Bande de Gaza
Radio Studio 54 Network	Radio Studio 54 Network
Cabitaan	Boisson
Qoori	Plage
Qabaal	Ellipse (mathématiques)
Hobart	Hobart
Dayax Gacmeed	Véhicule spatial
Doorashada	Élection
Iskudhufasho	Multiplication
Saxaraha Galbeed	République arabe sahraouie démocratique
.et	.et
Geeska Afrika	Corne de l'Afrique
Lisa Gerrard	Lisa Gerrard
Nabi Yaxye C.S.	Jean le Baptiste
Jennifer Lopez	Jennifer Lopez
Faraq	Soustraction
Breda (Netherlands)	Bréda
Shuban	Diarrhée
Nancy	Nancy
Honiara	Honiara
PH	Potentiel hydrogène
Asiyriya	Assyrie
Qardhaas	Losange
Xayla Siilaasi	Haïlé Sélassié Ier
Xalab	Alep
Big Ben	Big Ben
Dhererka Mowjadda	Longueur d'onde
Nabi Daa'uud C.S.	David (Bible)
Borussia Dortmund	BV 09 Borussia Dortmund
Xidido	Racine (botanique)
Mole	Mole (unité)
Frank Lampard	Frank Lampard
Qallal	Épilepsie
Baqal	Mulet
Garaam	Gramme
Shahaadah	Chahada
Gacanka Cadmeed	Golfe d'Aden
Beeraha laalaada	Jardins suspendus de Babylone
Maas	Meuse (fleuve)
Khadiija binti Khuweylad	Khadija bint Khuwaylid
Waraabe	Hyaenidae
Sariir	Lit (mobilier)
Madaxwayne kuxigeen	Vice-président
Cilmibaadhis	Recherche scientifique
Faaranhaayt	Degré Fahrenheit
Dhuldaaqsiin	Savane
Dhogor	Laine
Toobin	Cône (géométrie)
Daliban	Taliban
MP3	MPEG-1/2 Audio Layer 3
Ismaamulka Falastiin	Autorité palestinienne
.ke	.ke
Fernando Torres	Fernando Torres
Gar	Barbe
Nabi	Prophète
Derbi	Mur
SMS	Short Message Service
Yaxaas	Crocodylidae
Majladda Time	Time (magazine)
Dhedig	Femelle
Farabadne	Chilopoda
Amedeo Avogadro	Amedeo Avogadro
Shambay	Felis silvestris
Federaalka	État fédéral
Sedex Geesoodka Bermuda	Triangle des Bermudes
Arjen Robben	Arjen Robben
Xamid Karzai	Hamid Karzai
Lab	Mâle (biologie)
Rey mysterio	Rey Mysterio
Dayax madoobaad	Éclipse lunaire
Taxane	Matrice (mathématiques)
Kayene	Cayenne
John Cena	John Cena
Waran	Lance
Dadqalato	Anthropophagie
Busbus	Varicelle
Provinces of Argentina	Provinces de l'Argentine
Dekad	Port
Garoonka Diyaaradaha ee Bole	Aéroport international de Bole
Dadka Berberiga	Berbères
Afganbi	Coup d'État
Burcad Badeed	Piraterie
RSS	RSS
Lacagta Meherka	Dot
Barbaroole	Parallélogramme
Leeb	Flèche (arme)
Chris Paul	Chris Paul
Awood Socota	Énergie cinétique
Koor	Trapèze
Qaanso	Arc (arme)
Amiibada	Amoeba
Zlatan Ibrahimović	Zlatan Ibrahimović
GSM	Global System for Mobile Communications
Dhaban	Joue
Saint-Denis	Saint-Denis (La Réunion)
Arsène Wenger	Arsène Wenger
Baabiylooniya	Babylone (royaume)
Muslim	Musulman
Warqadda aqoonsiga	Carte d'identité
Template:Commonscat	Modèle:Commonscat
Qoorgooye	Méningite
399	399
Iidi Amiin Daada	Idi Amin Dada
Kayseri	Kayseri
CNN	Cable News Network
Drogbaa	Didier Drogba
Dhakhaatiirta Bilaaxuduudaa	Médecins sans frontières
Abwaan	Poète
Manchester city	Manchester City Football Club
Ilaahay	Comté de Troms
John Dramani Mahama	John Dramani Mahama
Luqada Masaarida	Égyptien ancien
Anatooliya	Anatolie
Nabi Ciise	'Īsā
Cudurka Ebola	Maladie à virus Ebola
Template:Taxobox	Modèle:Taxobox
Carly Rae Jepsen	Carly Rae Jepsen
Toyota	Toyota
Osmose	Osmose
Af-Hawsa	Haoussa
Saxan	Assiette (vaisselle)
Mwai Kibaki	Mwai Kibaki
Jalaal Daalabaani	Jalal Talabani
Ismaaciil Cumar Geelle	Ismaïl Omar Guelleh
Nuur Al-Maliki	Nouri al-Maliki
Dileita Maxamed Dileita	Dileita Mohamed Dileita
Mark Rutte	Mark Rutte
Cumar Cabdirashiid Cali Sharmaarke	Omar Abdirashid Ali Shermarke
Axmed Dafutoglu	Ahmet Davutoğlu
Robinho	Robinho
Bada Carbeed	Mer d'Arabie
Dhircun	Herbivore
Calanka Denmark	Drapeau du Danemark
Jay-Z	Jay-Z
Caroog	Conque
Yuusuf Alqardaawi	Youssef al-Qaradâwî
Sahel	Sahel
Henry Kissinger	Henry Kissinger
Abu Hurayra	Abu Huraira
Flums	Flums
Nabi Aadam C.S.	Adam
Diego Milito	Diego Milito
Ilmo adeer	Cousin (famille)
Shumac	Bougie
Wikipedia:Sharaxaada Maqaalada Xulka Ah	Wikipédia:Articles de qualité/Propositions
Wikipedia:Sharaxaada Maqaalada Cusub	Wikipédia:Bons articles/Propositions
Dhalo	Bouteille
Raqay	Tamarinier
Shabeelada Tamil	Tigres de libération de l'Îlam tamoul
Qaangaadh	Adulte
Enjerneer	Ingénieur
Gacanka Caqaba	Golfe d'Aqaba
KwaZulu-Natal Province	KwaZulu-Natal
Hilibcun	Carnivore (régime alimentaire)
AFC Ajax	Ajax Amsterdam
Qaado	Cuillère
VOIP	Voix sur IP
Jibriil	Gabriel (archange)
Astaamayn	Ponctuation
Taksi	Taxi
Soqotra	Socotra
Timor	Timor
Almere	Almere
Xoor-dubbur	Mouffette
Dooli	Mus musculus
Suul	Pouce (anatomie)
Mesut ozil	Mesut Özil
Turki	Turcs (peuple)
Ukun	Œuf (cuisine)
HyperText	Hypertexte
Xeeb	Côte (géographie)
Ibb	Ibb
Lobamba	Lobamba
Walxaha	Période du tableau périodique
Magarete2	Margrethe II
Calanka jabuuti	Drapeau de Djibouti
Xareed	Eau douce
Calanka Suudaan	Drapeau du Soudan
Daanyeer	Hominoidea
Sodium Hydroxide	Hydroxyde de sodium
Xoolo	Bétail
Cirid	Gencive
Chalcogen	Chalcogène
Tufaax	Pommier
Shakaal	Hypoténuse
Biniktojiin	Pnictogène
Lambedusa	Lampedusa
Manuel Neuer	Manuel Neuer
Jalmad	Bouilloire
Eris	Éris (homonymie)
Wiz Khalifa	Wiz Khalifa
Agool	Pellicule (dermatologie)
Barfasoor	Professeur (titre)
Massari	Massari
Maydhax	Xylème
Dhax kujir	Pays sans accès à la mer
Andalus	Al-Andalus
Sako	Zakât
Dhadhan	Goût
ICAO	Organisation de l'aviation civile internationale
.so	.so
Western Cape Province	Cap-Occidental
Mario Balotelli	Mario Balotelli
Qiiq	Fumée
Eastern Cape Province	Cap-Oriental
Cerebellum	Cervelet
Haaruun Alrashiid	Hâroun ar-Rachîd
Kaftan	Blague
Funaanad	Tee-shirt
Tangent	Tangente (géométrie)
Niisaabuur	Nishapur
Khilaafada Islaamka	Califat
Cadan	Aden
Het Wilhelmus	Wilhelmus van Nassouwe
Universidade Federal de Minas Gerais	Université fédérale du Minas Gerais
Mpumalanga Province	Mpumalanga
Northern Cape Province	Cap-du-Nord
Mamawdsaw	Mamoudzou
Gauteng Province	Gauteng
Cagaarshow	Ictère
Du gamla, Du fria	Du gamla, du fria
Shaydaanimo	Satanisme théiste
Limpopo Province	Limpopo (province)
LG	LG Group
Ogaden	Ogaden
Alexandre Pato	Alexandre Pato
Wabiga Jubba	Jubba
Qooleey	Pigeon voyageur
Wabiga Shabeelle	Chébéli
Masago	Capelan
Marsho	Engrenage
Zain Bikha	Zain Bihkha
Saynab bint Khuzayma	Zaynab bint Khouzayma
Nabi Yuusuf	Joseph (fils de Jacob)
One Direction	One Direction
Mille	Solvant
Ajay Devgan	Ajay Devgan
Herpesviruses	Herpesviridae
Degmo	District
Tomahok (gantaal)	BGM-109 Tomahawk
Dambas	Cendre
Eduard Douwes Dekker	Multatuli
Yuusuf Islaam	Cat Stevens
Kiyaawe	Clé (outil)
Awood Kaydsan	Énergie potentielle
Chris Brown	Chris Brown
Universidade Estadual de Feira de Santana	Université d'État de Feira de Santana
Aadan Cabdulle Cusmaan	Aden Abdullah Osman Daar
Saylac	Zeilah
Anopheles	Anophèle
Malawad	Rectum
Universidade Federal da Bahia	Université fédérale de Bahia
Centro Federal de Educação Tecnológica de Minas Gerais	Centre fédéral d'éducation technologique du Minas Gerais
Calanka Soomaaliya	Drapeau de la Somalie
Dhuuso	Flatulence
Free State Province	État-Libre
Maqal	Ouïe
Oorfane	Orphelinat
Ubuc	Tronc (anatomie)
Meles Zenawi	Meles Zenawi
Nicki Minaj	Nicki Minaj
Wahaabi	Wahhabisme
Diffusion	Diffusion de la matière
DDT	Dichlorodiphényltrichloroéthane
Cadnaan Oktaar	Adnan Oktar
Dheddin	Arbre à myrrhe
Ibrahim Affelay	Ibrahim Afellay
Angry Birds	Angry Birds
Daango	Pop-corn
Qalin	Stylo
Aadaan	Adhan
Usher	Usher
Hummaag noqod	Réflexion (physique)
North West Province	Nord-Ouest (Afrique du Sud)
Lelystad	Lelystad
Midabada Asaasiga	Couleur primaire
Isnidaamis	Gale
Daaf	Conjonctivite
Abkow	Aïeul
CAF	Confédération africaine de football
Hargeysa	Hargeisa
Nabiyada Islaamka	Prophètes de l'islam
Xijaas	Hedjaz
Filibs	Philips
Kaliber	Calibre (arme à feu)
Geed Hindi	Margousier
Jidh	Corps (biologie)
Qosol	Rire
Nektar	Nectar (botanique)
Mount kenya	Mont Kenya
Uunsi	Encens (résine oliban)
Jomo Kenyatta	Jomo Kenyatta
Gacan (Joomitiri)	Rayon (géométrie)
Centimetre	Centimètre
Millimeter	Millimètre
Baadiye	Campagne
Fasuul Cabdalla Maxamed	Fazul Abdullah Mohammed
Portal:Taariikh	Portail:Histoire
Hunguriga neefta	Trachée
Bowdo	Fémur
Qaamo-qashiir	Oreillons
Tiirarka Islaamka	Piliers de l'islam
Fanaan	Chanteur
Huulaaku Khan	Houlagou Khan
Wadan soo kobcooyo	Pays en développement
Dhuxul	Charbon de bois
Shansho	Tibia
Saac (faah faahin)	Montre (horlogerie)
Soon	Saoum
Alchemist(Buug)	L'Alchimiste
The Notorious B.I.G.	The Notorious B.I.G.
Sanab	Statue
Saadiyom bicarbonate	Bicarbonate de sodium
Nabi Ayuub C.S.	Job (Bible)
Fatima bint Muxamed	Fatima Zahra
Baras	Vitiligo
Sumad xisaabed	Table des symboles mathématiques
Daan	Mâchoire
Ricir	Vertèbre
Qol	Salle
Dhado	Hygrométrie
Curiye	Élément
Mucaawiye bin Abii Sufyaan	Muʿawiya Ier
Xasan Nasrallaah	Hassan Nasrallah
Mahathir Bin Maxamed	Mahathir ibn Mohamad
Bidaar	Alopécie
Aafda tahriibka	Trafic d'êtres humains
KLM	KLM Royal Dutch Airlines
Johan Rudolph Thorbecke	Johan Rudolf Thorbecke
Gabareey-maanyo	Sirène
Mitsubishi	Mitsubishi
Cashuura	Achoura
Tamaashiir	Craie
Memory card	Carte mémoire
Daxal	Rouille (oxyde)
Will.i.am	Will.i.am
Saxaro	Fumier
Gaamur	Goudron
UFC	Ultimate Fighting Championship
Pitbull	Pitbull (rappeur)
Aayad	Aya (islam)
Tariikhda Shiikh Axmed Yaasiin	Ahmed Yassine
Saxaabi	Sahaba
Gows	Molaire (dent)
Shanbal	Cymbale
Harar	Harar
Dhismaha websiteka	Conception de site web
Golcas	Gazelle
Abuu Xaniifa	Abû Hanîfa
Ammonium	Ammonium
Session Initiation Protocol	Session Initiation Protocol
Salafiya	Salafisme
Berbera	Berbera
Botka internetka	Bot informatique
Bergen op Zoom	Berg-op-Zoom
Mengista Xayle Maryam	Mengistu Haile Mariam
Mowliidka Nebiga	Mawlid
Ciraaqi Diinaar	Dinar irakien
Adenoviridae	Adenoviridae
Daniel arap Moi	Daniel arap Moi
Nabi Huud	Houd
Ne-Yo	Ne-Yo
Sin	Hanche
Rajab	Rajab
Axmed Binu Xambal	Ahmad Ibn Hanbal
Peso (Arjantiina)	Peso argentin
Yamanta Koonfureed	République démocratique populaire du Yémen
Assur	Assur (ville)
Decimetre	Décimètre
Sean paul	Sean Paul
Calanka somaliland	Drapeau du Somaliland
Soomaali Galbeed	Région Somali
Shilin Kiinyaati	Shilling kényan
Astaannta Qaranka ee Soomaaliya	Armoiries de la Somalie
Astaannta Qaranka ee Imaaraatka	Armoiries des Émirats arabes unis
Velupillai Prabhakaran	Velupillai Prabhakaran
Federaaliisim	Fédéralisme
Biomolikule	Biomolécule
Nabi Alyasac C.S.	Élisée
Birr	Birr
Jaad	Khat (botanique)
Cows	Gazon
S-block	Éléments du bloc s
Dab Damis	Fourgon d'incendie
SliTaz	SliTaz
Kung fu	Kung-fu (terme)
Maxamed Siyaad Barre	Mahamed Siyaad Barre
Salo	Salo (Finlande)
Ívi Adámou	Ívi Adámou
Cafar	Afars
Saliid Macsaro	Huile de sésame
Cumar Mukhtaar	Omar al-Mokhtar
Flo Rida	Flo Rida
Eden Hazard	Eden Hazard
T.I.	T.I.
Budhcad badeeda geeska afrika	Piraterie autour de la Corne de l'Afrique
Ayaan Xirsi Cali	Ayaan Hirsi Ali
P-block	Éléments du bloc p
D-block	Éléments du bloc d
F-block	Éléments du bloc f
Cabdullaahi Yuusuf Axmed	Abdullahi Yusuf Ahmed
Ururka Dawladaha aan la aqoonsan Wali	Organisation des nations et des peuples non représentés
Darawal	Chauffeur de maître
Addimo-yaqaan	Orthopédie
Dhul (dhulka lagu socdo)	Plancher
Faysal Bin Cabdil Caziiz	Fayçal ben Abdelaziz al-Saoud
Wadar	Somme (arithmétique)
Qormo saynis	Notation scientifique
C.H	BC
Adam Levine	Adam Levine
Al-Faatixa	Al-Fatiha
Al-Baqara	Al-Baqara
Hogaamiye Kooxeed	Seigneur de guerre
T-pain	T-Pain
Anggun	Anggun
Carlos the Jackal	Ilich Ramírez Sánchez
Fatima	Fatima
Mombaaso	Mombasa
Alexa Internet	Alexa (Internet)
Sheekh Xasan Albanaa	Hassan el-Banna
Daariq ibn Ziyaad	Tariq ibn Ziyad
Seed	Tendon
Al-Ikhlas	Al-Ikhlas
Suurad	Sourate
Xadiis	Hadîth
Sunna	Sunna
Allaah	Allah
Salaad	Salat (islam)
Xaj	Hajj
Malag	Ange
Astaannta Qaranka ee Kolombiya	Armoiries de la Colombie
Xisbiga shacabka iyo xoriyada Holalnd	Parti populaire libéral et démocrate
Qeshm	Qeshm
Bukhaari	Mouhammad al-Boukhârî
Dadka Soomaaliyeed	Somalis
Dagaalkii sokeeye ee Soomaaliya	Guerre civile somalienne
Jason Derulo	Jason Derülo
Macrakadii Ceyn Jaaluut	Bataille d'Aïn Djalout
Iskugeyn	Plus
Akkad	Akkad
FIFA	Fédération internationale de football association
Iman model	Iman (mannequin)
Amina bint Wahb	Amina bint Wahb
Xafsa bint Cumar	Hafsa bint Omar
Laf	Os
Wayne Rooney	Wayne Rooney
Al Hudaydah	Al Hudaydah
Sucuud Alshureym	Saoud Shuraim
Sheekh Shariif Axmed	Sharif Sheikh Ahmed
Kismaayo	Kismaayo
Beydaan	Badamier
R. Kelly	R. Kelly
Fool	Incisive
Lacey Duvalle	Lacey Duvalle
Geed Walaayo	Épine de Jérusalem
Saaxil	Saaxil
Dhul Udug	Pays de Pount
Bakool	Bakool
Nabi Yacquub C.S.	Jacob
Mariana Ximenes	Mariana Ximenes
Zubeyr bin Cawaam R.C	Zubayr ibn al-Awwam
Imaam Nawawi	Al-Nawawi
Imaamu Shaafici	Ash-Shâfi'î
Demba Ba	Demba Ba
Xasan Guuleed Abtidoon	Hassan Gouled Aptidon
K'naan	K'Naan
Greyson Chance	Greyson Chance
Cabdul-Qadir Jilani	Abd al Qadir al-Jilani
Cabdi Bile Cabdi	Abdi Bile
Cabdiqaasim Salaad Xassan	Abdiqasim Salad Hassan
Cabdirashiid Cali Sharma'arke	Abdirashid Ali Shermarke
Al-Shabaab	Al-Shabbaab
Booc	Calotropis
Al Mahwit	Al Mahwit
Al Mukalla	Al Mukalla
Sheekh Yaasir Al-Xabiib	Yasser al-Habib
Imaam Maalik	Mâlik ibn Anas
Cody Simpson	Cody Simpson
Sh. Cabduraxmaan Alsudeys	Abdul Rahman Ibn Abdul Aziz Al-Sudais
Madfac	Obus
Dagaalkii xoraynta ogaden	Guerre de l'Ogaden
Oromo	Oromos
Ibn Nafiis	Ibn Nafis
Xasan Sheekh Maxamuud	Hassan Sheikh Mohamoud
Rodolfo Graziani	Rodolfo Graziani
Maxamed Faarax Caydiid	Mohamed Farrah Aidid
Biyo baxa deg dega ah	Éjaculation précoce
Dhulka Talyaaniga ee Soomaaliya	Somalie italienne
Saytuun	Psidium
Trey songz	Trey Songz
Macawiis	Sarong
Nuuraddin Faarax	Nuruddin Farah
Compaq	Compaq
Nabi Saalax	Sâlih
Unimog	Mercedes-Benz Unimog
Lufthansa Duulimaadkii 181	Vol 181 Lufthansa
Nabi Idriis	Idris (prophète)
Tooreey	Lame (coutellerie)
Boosaaso	Bosasso
Dowladda federaalka kumeelgaarka	Gouvernement fédéral de transition
