Afrika	Afrique
141 KK	141 av. J.-C.
Gonjwa	Épidémie
Selma Lagerlof	Selma Lagerlöf
Hekalu	Temple
Depo-Provera	Depo-Provera
183 KK	183 av. J.-C.
Kevin James	Kevin James
Charleston, West Virginia	Charleston (Virginie-Occidentale)
Titanic (filamu 1997)	Titanic (film, 1997)
Tuzo ya Nobel ya Kemia	Prix Nobel de chimie
Vidiadhar Surajprasad Naipaul	V. S. Naipaul
Ernst Otto Fischer	Ernst Otto Fischer
Feodor Lynen	Feodor Lynen
Saumu	Jeûne
Monasteri	Monastère
Kiogajivu	Rollier
Petro Kanisio	Pierre Canisius
Mnyama Ngozi-miiba	Echinodermata
Miaka ya 1820	Années 1820
241 KK	241 av. J.-C.
Schutzstaffel	Schutzstaffel
209 KK	209 av. J.-C.
210 KK	210 av. J.-C.
Serafino wa Sarov	Séraphin de Sarov
Tetekuwanga	Varicelle
103 KK	103 av. J.-C.
Francisco Pizarro	Francisco Pizarro
Kanuni ya Heisenberg ya Utovu wa Hakika	Principe d'incertitude
Orodha ya mikoa ya Argentina	Provinces de l'Argentine
Mkoa wa Buenos Aires	Province de Buenos Aires
Mkoa wa Catamarca	Province de Catamarca
Mkoa wa Chaco	Province du Chaco
Mkoa wa Corrientes	Province de Corrientes
Mkoa wa Córdoba (Argentina)	Province de Córdoba (Argentine)
Mkoa wa Formosa	Province de Formosa
Mkoa wa Entre Ríos	Province d'Entre Ríos
Mkoa wa Jujuy	Province de Jujuy
145 KK	145 av. J.-C.
347 KK	347 av. J.-C.
142 KK	142 av. J.-C.
Bandari asilia	Port
Mkoa wa La Pampa	Province de La Pampa
Mkoa wa La Rioja (Argentina)	Province de La Rioja (Argentine)
Mkoa wa Mendoza	Province de Mendoza
Mkoa wa Misiones	Province de Misiones
Mkoa wa Neuquén	Province de Neuquén
Mkoa wa Río Negro	Province de Río Negro
Mkoa wa Salta	Province de Salta
Mkoa wa San Juan (Argentina)	Province de San Juan
Mkoa wa San Luis	Province de San Luis
Mkoa wa Santa Cruz, Argentina	Province de Santa Cruz
Mkoa wa Santa Fe	Province de Santa Fe
Mkoa wa Santiago del Estero	Santiago del Estero (province)
Mkoa wa Tucumán	Province de Tucumán
Tochigi, Tochigi	Tochigi (Tochigi)
109 KK	109 av. J.-C.
Tierra del Fuego, Antaktiki na Visiwa vya Atlantiki Kusini	Terre de Feu, Antarctique et Îles de l'Atlantique Sud
215 KK	215 av. J.-C.
148 KK	148 av. J.-C.
Mkoa wa Tochigi	Préfecture de Tochigi
Miaka ya 1770	Années 1770
Pango la Son Doong	Grotte Sơn Đông
Alex Ferguson	Alex Ferguson
Tulsa, Oklahoma	Tulsa
Mkoa wa Chubut	Province de Chubut
121 KK	121 av. J.-C.
189 KK	189 av. J.-C.
179 KK	179 av. J.-C.
186 KK	186 av. J.-C.
Nabii Yoeli	Joël (prophète)
Carl XVI Gustaf wa Uswidi	Charles XVI Gustave
Hermann Gmeiner	Hermann Gmeiner
190 KK	190 av. J.-C.
152 KK	152 av. J.-C.
168 KK	168 av. J.-C.
Jumba la Sanaa la Sydney	Opéra de Sydney
Saruji	Ciment
Jilin	Jilin
Mkoa wa Afyonkarahisar	Afyonkarahisar (province)
Australasia	Australasie
333 KK	333 av. J.-C.
235 KK	235 av. J.-C.
Trabzon	Trabzon
Waberberi	Berbères
Bahari ya Uchina ya Mashariki	Mer de Chine orientale
222 KK	222 av. J.-C.
236 KK	236 av. J.-C.
Haramia	Piraterie
237 KK	237 av. J.-C.
238 KK	238 av. J.-C.
239 KK	239 av. J.-C.
233 KK	233 av. J.-C.
231 KK	231 av. J.-C.
177 KK	177 av. J.-C.
229 KK	229 av. J.-C.
171 KK	171 av. J.-C.
225 KK	225 av. J.-C.
133 KK	133 av. J.-C.
226 KK	226 av. J.-C.
137 KK	137 av. J.-C.
223 KK	223 av. J.-C.
184 KK	184 av. J.-C.
144 KK	144 av. J.-C.
147 KK	147 av. J.-C.
William Wordsworth	William Wordsworth
Malaika Mikaeli	Michel (archange)
232 KK	232 av. J.-C.
151 KK	151 av. J.-C.
Miaka ya 200 KK	Années 200 av. J.-C.
Limoges	Limoges
112 KK	112 av. J.-C.
Miaka ya 250 KK	Années 250 av. J.-C.
Jean Sibelius	Jean Sibelius
Miaka ya 290 KK	Années 290 av. J.-C.
Miaka ya 280 KK	Années 280 av. J.-C.
Kardinali	Cardinal (religion)
Jacques Maritain	Jacques Maritain
Mfenesi	Jacquier
Orodha ya Mawaziri Wakuu wa Slovenia	Liste des présidents du gouvernement slovène
Hunan	Hunan
350 KK	350 av. J.-C.
Liturujia ya Vipindi	Liturgie des Heures
Kinu	Mortier et pilon
Pécs	Pécs
Miaka ya 230 KK	Années 230 av. J.-C.
Kim Tae Jung	Kim Dae-jung
Dunkerque	Dunkerque
Gifu, Gifu	Gifu (Gifu)
Mahari	Dot
Wahunni	Huns
Qinghai	Qinghai
197 KK	197 av. J.-C.
207 KK	207 av. J.-C.
105 KK	105 av. J.-C.
188 KK	188 av. J.-C.
180 KK	180 av. J.-C.
John Cale	John Cale
131 KK	131 av. J.-C.
Madhara yasiyolengwa	Dommage collatéral
Hippo	Annaba
Czesław Miłosz	Czesław Miłosz
Rhythm na blues	Rhythm and blues
Sukumawiki	Chou frisé
Miaka ya 1680	Années 1680
Uwanja wa Ndege wa Rhein-Main	Aéroport de Francfort-Rhein/Main
Miaka ya 1610	Années 1610
Clive Dunn	Clive Dunn
191 KK	191 av. J.-C.
Papa Silvester III	Sylvestre III
Felix Mendelssohn	Felix Mendelssohn
Rhône	Rhône (département)
Créteil	Créteil
275 KK	275 av. J.-C.
212 KK	212 av. J.-C.
Mhanga	Oryctérope du Cap
199 KK	199 av. J.-C.
Sanamu ya Zeus mjini Olympia	Statue chryséléphantine de Zeus à Olympie
Miaka ya 1510	Années 1510
Mtindo wa Kiroma	Architecture romane
196 KK	196 av. J.-C.
187 KK	187 av. J.-C.
198 KK	198 av. J.-C.
192 KK	192 av. J.-C.
193 KK	193 av. J.-C.
194 KK	194 av. J.-C.
205 KK	205 av. J.-C.
155 KK	155 av. J.-C.
176 KK	176 av. J.-C.
181 KK	181 av. J.-C.
Mkutano wa Vienna	Congrès de Vienne
Eneo la ng'ambo la Uingereza	Territoire britannique d'outre-mer
Bjørnstjerne Bjørnson	Bjørnstjerne Bjørnson
Sonora (jimbo)	Sonora
Afyuni	Opium
Guanajuato (jimbo)	État de Guanajuato
Baja California Sur	Basse-Californie du Sud
Tuzo ya Pulitzer	Prix Pulitzer
167 KK	167 av. J.-C.
166 KK	166 av. J.-C.
174 KK	174 av. J.-C.
165 KK	165 av. J.-C.
208 KK	208 av. J.-C.
Ivan Alekseyevich Bunin	Ivan Bounine
160 KK	160 av. J.-C.
161 KK	161 av. J.-C.
164 KK	164 av. J.-C.
182 KK	182 av. J.-C.
173 KK	173 av. J.-C.
172 KK	172 av. J.-C.
Theodosius Mkuu	Théodose Ier
178 KK	178 av. J.-C.
175 KK	175 av. J.-C.
Fiji Hindi	Hindi des Fidji
Darfur	Darfour
Octavio Paz	Octavio Paz
Sendai, Miyagi	Sendai
Kaizari Valerian	Valérien
Benny Goodman	Benny Goodman
Chuo Kikuu cha Kenyatta	Université Kenyatta
Kaizari Claudius II	Claude II le Gothique
Mkoa wa Bilecik	Bilecik (province)
Kaizari Maximian	Maximien Hercule
Kaizari Aurelian	Aurélien (empereur romain)
Wangari Maathai	Wangari Muta Maathai
Kaizari Numerian	Numérien
Bizimu	Bague
Hubei	Hubei
Ieoh Ming Pei	Ieoh Ming Pei
GSM	Global System for Mobile Communications
154 KK	154 av. J.-C.
Shanxi	Shanxi
Max Theiler	Max Theiler
132 KK	132 av. J.-C.
170 KK	170 av. J.-C.
157 KK	157 av. J.-C.
111 KK	111 av. J.-C.
114 KK	114 av. J.-C.
220 KK	220 av. J.-C.
163 KK	163 av. J.-C.
213 (kundi)	213 (groupe)
162 KK	162 av. J.-C.
280 KK	280 av. J.-C.
134 KK	134 av. J.-C.
Saint-Denis (Reunion)	Saint-Denis (La Réunion)
Aishwarya Rai	Aishwarya Rai
Guizhou	Guizhou
Joseph Smith	Joseph Smith
Mkoa wa Balıkesir	Balıkesir (province)
Enrique Iglesias	Enrique Iglesias
Châlons-en-Champagne	Châlons-en-Champagne
Slobodan Milosevic	Slobodan Milošević
Papa Linus	Lin (pape)
Papa Silvester I	Sylvestre Ier
Nate Dogg	Nate Dogg
Romain Rolland	Romain Rolland
Santa Monica, California	Santa Monica
218 KK	218 av. J.-C.
118 KK	118 av. J.-C.
138 KK	138 av. J.-C.
135 KK	135 av. J.-C.
128 KK	128 av. J.-C.
270 KK	270 av. J.-C.
Warren Buffett	Warren Buffett
Elfriede Jelinek	Elfriede Jelinek
Palo Alto, California	Palo Alto
Joseph John Thomson	Joseph John Thomson
287 KK	287 av. J.-C.
216 KK	216 av. J.-C.
300 KK	300 av. J.-C.
Charleville-Mézières	Charleville-Mézières
Green Bay, Wisconsin	Green Bay
Benknoti	Billet de banque
158 KK	158 av. J.-C.
127 KK	127 av. J.-C.
117 KK	117 av. J.-C.
153 KK	153 av. J.-C.
125 KK	125 av. J.-C.
108 KK	108 av. J.-C.
Aix-en-Provence	Aix-en-Provence
124 KK	124 av. J.-C.
Paul Dirac	Paul Dirac
André Gide	André Gide
Mahakama ya Kimataifa ya Jinai	Cour pénale internationale
Gaza	Gaza
Jamestown	Jamestown
221 KK	221 av. J.-C.
Biva	Castor (genre)
Ivo Andric	Ivo Andrić
Siwa barafu	Iceberg
Kizio	Unité de mesure
Arsene Wenger	Arsène Wenger
Belém	Belém
Efeso	Éphèse
Balbu	Lampe à incandescence classique
Nadine Gordimer	Nadine Gordimer
230 KK	230 av. J.-C.
295 KK	295 av. J.-C.
276 KK	276 av. J.-C.
204 KK	204 av. J.-C.
288 KK	288 av. J.-C.
Aina ya damu	Groupe sanguin
Catherine Zeta Jones	Catherine Zeta-Jones
Amerigo Vespucci	Amerigo Vespucci
Kitabu cha Yoshua	Livre de Josué
Rudolf Christoph Eucken	Rudolf Christoph Eucken
Mwislamu	Musulman
Papa Evaristus	Évariste (pape)
Imre Kertész	Imre Kertész
Mkoa wa Çanakkale	Çanakkale (province)
El Aaiún	Laâyoune
Malkia Cixi	Cixi
Armadilo	Dasypodidae
339	339
340	340
Nijmegen	Nimègue
Mkoa wa Miyagi	Préfecture de Miyagi
354	354
356	356
358	358
361	361
363	363
Uingereza Kaskazini-Magharibi	Angleterre du Nord-Ouest
364	364
Shaanxi	Shaanxi
Uingereza Kaskazini-Mashariki	Angleterre du Nord-Est
Midlands Mashariki	Midlands de l'Est
368	368
Uingereza Mashariki	Angleterre de l'Est
369	369
370	370
Uingereza Kusini-Mashariki	Angleterre du Sud-Est
371	371
Uingereza Kusini-Magharibi	Angleterre du Sud-Ouest
Kigezo:Commons category	Modèle:Commonscat
Midlands Magharibi	Midlands de l'Ouest
376	376
377	377
378	378
Miaka ya 1780	Années 1780
Yorkshire na Humber	Yorkshire-et-Humber
383	383
384	384
Mikoa ya Uingereza	Régions d'Angleterre
388	388
389	389
390	390
391	391
392	392
Miaka ya 1730	Années 1730
393	393
394	394
395	395
396	396
397	397
Meningitis	Méningite
398	398
399	399
Miaka ya 1540	Années 1540
Bedřich Smetana	Bedřich Smetana
Nchi takatifu	Terre sainte
297 KK	297 av. J.-C.
330 KK	330 av. J.-C.
Wikipedia ya Kijerumani	Wikipédia en allemand
Basra	Bassora
Waraka kwa Waroma	Épître aux Romains
293 KK	293 av. J.-C.
Idi Amin	Idi Amin Dada
Mein Kampf	Mein Kampf
Ernst Haeckel	Ernst Haeckel
Nikola Tavelic	Nicolas Tavelic
IUCN	Union internationale pour la conservation de la nature
Nashua, New Hampshire	Nashua (New Hampshire)
320 KK	320 av. J.-C.
Fofota	Pulpe dentaire
Arles	Arles
Kobe, Hyogo	Kobe
Mkoa wa Iwate	Préfecture d'Iwate
Mikoa ya Uturuki	Provinces de Turquie
Morgan Freeman	Morgan Freeman
Kayseri	Kayseri
CNN	Cable News Network
Recife	Recife
Mkuu wa dola	Chef d'État
Mlango wa Malakka	Détroit de Malacca
Manchester, New Hampshire	Manchester (New Hampshire)
David Livingstone	David Livingstone
310 KK	310 av. J.-C.
326 KK	326 av. J.-C.
490 KK	490 av. J.-C.
285 KK	285 av. J.-C.
Shirika la Bidhaa Pepe Huru	Free Software Foundation
Maiti	Cadavre
Voyager 1	Voyager 1
Miaka ya 1750	Années 1750
Miaka ya 1580	Années 1580
Rosetta (chombo cha angani)	Rosetta (sonde spatiale)
Miaka ya 1590	Années 1590
Yuda (ufalme)	Royaume de Juda
Wamakonde	Makonde (peuple)
Didier Drogba	Didier Drogba
Wikipedia ya Kiajemi	Wikipédia en persan
Hermann Staudinger	Hermann Staudinger
Neuilly-sur-Seine	Neuilly-sur-Seine
Glenn Seaborg	Glenn Theodore Seaborg
A.J.P. Martin	Archer John Porter Martin
R.L.M. Synge	Richard Laurence Millington Synge
Linus Pauling	Linus Pauling
Cyril Hinshelwood	Cyril Norman Hinshelwood
Nikolay Semyonov	Nikolaï Semionov
Whoopi Goldberg	Whoopi Goldberg
Ghost	Ghost (film, 1990)
Patrick Swayze	Patrick Swayze
Namba tasa	Nombre premier
Cherehani	Machine à coudre
Herman Wouk	Herman Wouk
Wamarekani weusi	Afro-Américains
Chuo Kikuu cha Columbia	Université Columbia
Chuo cha Teknolojia cha Massachusetts	Massachusetts Institute of Technology
Cambridge, Massachusetts	Cambridge (Massachusetts)
Chuo Kikuu cha Yale	Université Yale
Brookline, Massachusetts	Brookline (Massachusetts)
Quincy, Massachusetts	Quincy (Massachusetts)
New Haven, Connecticut	New Haven
New Bedford, Massachusetts	New Bedford
Martha's Vineyard	Martha's Vineyard
Nantucket	Nantucket
Gloucester, Massachusetts	Gloucester (Massachusetts)
Springfield, Massachusetts	Springfield (Massachusetts)
Lowell, Massachusetts	Lowell (Massachusetts)
Lawrence, Massachusetts	Lawrence (Massachusetts)
Chuo Kikuu cha Wesleyan	Université Wesleyenne
Stamford, Connecticut	Stamford (Connecticut)
279	279
Bridgeport, Connecticut	Bridgeport (Connecticut)
Worcester, Massachusetts	Worcester (Massachusetts)
440	440
Pittsfield, Massachusetts	Pittsfield (Massachusetts)
North Adams, Massachusetts	North Adams
517	517
Lynn, Massachusetts	Lynn (Massachusetts)
572	572
Waltham, Massachusetts	Waltham (Massachusetts)
Brockton, Massachusetts	Brockton
Fall River, Massachusetts	Fall River (Massachusetts)
Warwick, Rhode Island	Warwick (Rhode Island)
Newton, Massachusetts	Newton (Massachusetts)
Cranston, Rhode Island	Cranston (Rhode Island)
Danbury, Connecticut	Danbury (Connecticut)
Somerville, Massachusetts	Somerville (Massachusetts)
Portland, Maine	Portland (Maine)
Greenwich, Connecticut	Greenwich (Connecticut)
Rochester, New York	Rochester (New York)
Irvine, California	Irvine (Californie)
Fremont, California	Fremont (Californie)
Scottsdale, Arizona	Scottsdale (Arizona)
Chesapeake, Virginia	Chesapeake (Virginie)
Kikomering	Komering
Reno, Nevada	Reno (Nevada)
Winston-Salem, North Carolina	Winston-Salem
Lugha za Kiaustronesia	Langues austronésiennes
Durham, North Carolina	Durham (Caroline du Nord)
Norfolk, Virginia	Norfolk (Virginie)
Kirukai	Rukai (langue)
Orlando, Florida	Orlando (Floride)
Papa Leo X	Léon X
Greensboro, North Carolina	Greensboro
Toledo, Ohio	Toledo (Ohio)
Stockton, California	Stockton (Californie)
Corpus Christi, Texas	Corpus Christi (Texas)
Riverside, California	Riverside (Californie)
Santa Ana, California	Santa Ana (Californie)
Aurora, Colorado	Aurora (Colorado)
Anaheim, California	Anaheim
Tampa, Florida	Tampa
Bakersfield, California	Bakersfield (Californie)
Colorado Springs, Colorado	Colorado Springs
Virginia Beach, Virginia	Virginia Beach
Mesa, Arizona	Mesa (Arizona)
Wichita, Kansas	Wichita
Chula Vista, California	Chula Vista
Chandler, Arizona	Chandler (Arizona)
Lubbock, Texas	Lubbock (États-Unis)
Garland, Texas	Garland (Texas)
Hialeah, Florida	Hialeah
Albert Schweitzer	Albert Schweitzer
Madaktari wasio na Mipaka-MSF	Médecins sans frontières
Melvin Calvin	Melvin Calvin
Robert Robinson	Robert Robinson
Enzi ya barafu	Glaciation
Makanisa Katoliki ya Mashariki	Églises catholiques orientales
Waorthodoksi wa Mashariki	Églises des trois conciles
Kanisa Katoliki la Wakopti	Église catholique copte
Utalii	Tourisme
Rockin' Robin	Rockin' Robin
Askofu mkuu	Archevêque
Mlolongo wa Kitume	Succession apostolique
I Wanna Be Where You Are	I Wanna Be Where You Are
Ben (wimbo)	Ben (chanson)
Dizzy Gillespie	Dizzy Gillespie
With a Child's Heart	With a Child's Heart
2024	2024
2023	2023
2022	2022
2021	2021
Happy (wimbo wa Michael Jackson)	Happy (chanson de Michael Jackson)
Sakramenti	Sacrement
Maurice Maeterlinck	Maurice Maeterlinck
Chama cha Kikristo cha Kidemokrasia cha Ujerumani	Union chrétienne-démocrate d'Allemagne
Just a Little Bit of You	Just a Little Bit of You
Don't Stop 'til You Get Enough	Don't Stop 'Til You Get Enough
Rock with You	Rock with You (chanson de Michael Jackson)
Off the Wall (wimbo)	Off the Wall (chanson)
She's Out of My Life	She's Out of My Life
Mkusanyo wa Sheria za Kanisa	Code de droit canonique de 1983
Girlfriend (wimbo wa Michael Jackson)	Girlfriend (chanson de Wings)
Harusi	Noces
Ray William Johnson	Ray William Johnson
Orodha ya kimataifa ya magonjwa na matatizo ya afya	Classification internationale des maladies
Garden Grove, California	Garden Grove (Californie)
ISO 8601	ISO 8601
César Franck	César Franck
Annecy	Annecy
Majimbo ya Uthai	Provinces de Thaïlande
Mikoa ya Mongolia	Aïmag
Østfold	Comté d'Østfold
Akershus	Comté d'Akershus
Hedmark	Comté de Hedmark
Oppland	Comté d'Oppland
Buskerud	Comté de Buskerud
Aust-Agder	Comté d'Aust-Agder
Rogaland	Comté de Rogaland
Hordaland	Comté de Hordaland
Sogn og Fjordane	Comté de Sogn og Fjordane
Møre og Romsdal	Comté de Møre og Romsdal
Nord-Trøndelag	Comté de Nord-Trøndelag
Nordland	Comté de Nordland
Finnmark	Comté de Finnmark
Mfumo wa chama kimoja	Parti unique
Namba kivunge	Nombre composé
Mississauga	Mississauga
Kimisri	Égyptien ancien
John Agyekum Kufuor	John Kufuor
John Atta-Mills	John Atta-Mills
Ana Lucia Cortez	Ana-Lucia Cortez
Daniel Faraday	Daniel Faraday
Waraka kwa Wafilipi	Épître aux Philippiens
Anatolia	Anatolie
Mwaka wa Kanisa	Calendrier liturgique
Mwenye heri	Béatification
Kanuni ya Biblia	Canon (Bible)
Ufufuko wa Yesu	Résurrection de Jésus
Masiya	Messie
Ukoo wa Yesu	Généalogie de Jésus
Miujiza ya Yesu	Miracles dans le Nouveau Testament
Mifano ya Yesu	Parabole (évangile)
Karamu ya mwisho	Cène
Msalaba wa Yesu	Crucifixion
Kupaa Bwana	Ascension (fête)
Ujio wa pili	Parousie
Hotuba ya mlimani	Sermon sur la montagne
Ukristo katika karne za kwanza	Christianisme primitif
Mtaguso Mkuu	Concile œcuménique
Kanuni ya Imani ya Mitume	Symbole des apôtres
Farakano la mwaka 1054	Séparation des Églises d'Orient et d'Occident
Isa	'Īsā
Mitazamo ya Kiyahudi juu ya Yesu	Point de vue du judaïsme sur Jésus de Nazareth
Yesu katika sanaa	Représentation de Jésus-Christ dans l'art chrétien
Makabila ya Israeli	Tribus d'Israël
Wimbo Ulio Bora	Cantique des Cantiques
Majusi	Rois mages
Herode Mkuu	Hérode Ier le Grand
Kitabu cha Malaki	Livre de Malachie
Aroni	Aaron (Bible)
Charlotte Amalie	Charlotte Amalie
Glendale, Arizona	Glendale (Arizona)
Gilbert, Arizona	Gilbert (Arizona)
Tempe, Arizona	Tempe (Arizona)
Peoria, Arizona	Peoria (Arizona)
Surprise, Arizona	Surprise (Arizona)
Plano, Texas	Plano (Texas)
Irving, Texas	Irving
Amarillo, Texas	Amarillo
Brownsville, Texas	Brownsville
Grand Prairie, Texas	Grand Prairie
Pasadena, Texas	Pasadena (Texas)
Mesquite, Texas	Mesquite (Texas)
McKinney, Texas	McKinney (Texas)
McAllen, Texas	McAllen (Texas)
Yohane wa Dameski	Jean Damascène
Chuo Kikuu cha Ufundi cha Berlin	Université technique de Berlin
Ebola	Maladie à virus Ebola
Kisiwa cha Tsushima	Île Tsushima
Mlango wa Korea	Détroit de Corée
Mlango wa Tsushima	Détroit de Tsushima
Middelburg	Middelbourg
LL Cool J	LL Cool J
RZA	RZA
Wu-Tang Clan	Wu-Tang Clan
Rosario	Rosario
Abebe Bikila	Abebe Bikila
Jumuiya ya Kiuchumi ya Ulaya	Communauté économique européenne
Fredrik Reinfeldt	Fredrik Reinfeldt
Gustav Vasa	Gustave Ier Vasa
Richmond Hill, Ontario	Richmond Hill
Dario Argento	Dario Argento
Saltillo, Coahuila	Saltillo
Coahuila	Coahuila
Pimbi	Hyracoidea
Mashindano ya baiskeli	Cyclisme
Hedwiga wa Poland	Hedwige Ire de Pologne
Wikipedia ya Kihungaria	Wikipédia en hongrois
Karl Hjalmar Branting	Hjalmar Branting
Chura	Anoures
Paola	Paola (Italie)
Jamii:Ufalme	Catégorie:Monarchie
Jamii:Serikali	Catégorie:Gouvernement
Chuo Kikuu cha Köln	Université de Cologne
Haverhill, Massachusetts	Haverhill (Massachusetts)
Newburyport, Massachusetts	Newburyport
Beverly, Massachusetts	Beverly (Massachusetts)
Salem, Massachusetts	Salem (Massachusetts)
Melrose, Massachusetts	Melrose (Massachusetts)
Medford, Massachusetts	Medford (Massachusetts)
Malden, Massachusetts	Malden (Massachusetts)
Everett, Massachusetts	Everett (Massachusetts)
Revere, Massachusetts	Revere (Massachusetts)
Chelsea, Massachusetts	Chelsea (Massachusetts)
Winthrop, Massachusetts	Winthrop (Massachusetts)
Watertown, Massachusetts	Watertown (Massachusetts)
Woburn, Massachusetts	Woburn (Massachusetts)
Amesbury, Massachusetts	Amesbury (Massachusetts)
Methuen, Massachusetts	Methuen (Massachusetts)
Fitchburg, Massacusetts	Fitchburg (Massachusetts)
Leominster, Massachusetts	Leominster (Massachusetts)
Marlborough, Massachusetts	Marlborough (Massachusetts)
Norwalk, Connecticut	Norwalk (Connecticut)
Newport, Rhode Island	Newport (Rhode Island)
Täby	Täby
Trollhättan	Trollhättan
Borlänge	Borlänge
Upplands Väsby	Upplands Väsby
Skellefteå	Skellefteå
Lidingö	Lidingö
Landskrona	Landskrona
Nyköping	Nyköping
Motala	Motala
Daraja la Bandari ya Sydney	Harbour Bridge
Bandari ya Sydney	Port Jackson
Karlskoga	Karlskoga
Alingsås	Alingsås
Ängelholm	Ängelholm
Sandviken	Sandviken
Katrineholm	Katrineholm
Vänersborg	Vänersborg
Västervik	Västervik
Falkenberg	Falkenberg (Suède)
Karlshamn	Karlshamn
Värnamo	Värnamo
Papa Kornelio	Corneille (pape)
Mkoa wa Cuenca	Province de Cuenca
Mkoa wa Guadalajara	Province de Guadalajara
Mkoa wa Toledo	Province de Tolède
Mkoa wa Ciudad Real	Province de Ciudad Real
Mkoa wa Alicante	Province d'Alicante
Mkoa wa Valencia	Province de Valence
Mkoa wa Castellón	Province de Castellón
Hannes Alfven	Hannes Alfvén
Mkoa wa Teruel	Province de Teruel
Mkoa wa Zaragoza	Province de Saragosse
Mkoa wa Huesca	Province de Huesca
Mkoa wa Palencia	Province de Palencia
Mkoa wa Burgos	Province de Burgos
Mkoa wa Soria	Province de Soria
Mkoa wa Segovia	Province de Ségovie
Mkoa wa Ávila	Province d'Ávila
Wilaya ya Laois	Comté de Laois
Mullingar	Mullingar
Jamii:Filamu nchi kwa nchi	Catégorie:Film par pays
Jamii:Filamu kwa mwongozaji	Catégorie:Film par réalisateur
Klaus Kinski	Klaus Kinski
John Woo	John Woo
Sergio Corbucci	Sergio Corbucci
Tay Zonday	Tay Zonday
Kigezo:Africa topic	Modèle:Méta palette de navigation Afrique
Kigezo:History of Asia	Modèle:Palette Histoire de l'Asie
Spice Girls	Spice Girls
Albatrosi	Diomedeidae
Georges Bizet	Georges Bizet
24 (mfululizo wa TV)	24 heures chrono
Kihdi	Hidé (langue)
Kikera	Kéra (langue)
Kibata	Bata (langue)
Kibidiyo	Bidiyo
Kimigaama	Migaama
Kiborna	Shinasha
Kisenoufo-Supyire	Supyiré
Kibuduma	Buduma (langue)
Kijimi (Kamerun)	Jimi (langue du Cameroun)
Kikuy	Kuy
Kigamo-Gofa-Dawro	Gamo (langue)
Kikaramojong	Karamojong (langue)
Kimangbetu	Mangbetu (langue)
Kidorze	Dorzé (langue)
Kikipsigis	Kipsikis
Kingasa	Ongamo
Kikupsabiny	Sapiny
Kihausa	Haoussa
Kibunun	Bunun (langue)
Kialur	Alur (langue)
Kigwandara	Gwandara (langue)
Kimina	Mina (langue du Cameroun)
Kimasalit	Masalit (langue)
Kimasana	Massa (langue)
Kima'di	Ma'di
Kiotuho	Otuho
Kidongotono	Dongotono
Kianuak	Anuak (langue)
Kikomo (Ethiopia)	Komo (langue)
Kijur-Modo	Modo (langue)
Kilopit	Lopit
Kiavokaya	Avokaya
Kilokoya	Lokoya (langue)
Kiaiwoo	Äiwoo
Kitouo	Touo
Kirunga	Rounga
Kizulgo-Gemzek	Zulgo (langue)
Kikeiyo	Keyo
Kimarkweeta	Markweta
Kiarbore	Arboré (langue)
Kidororo	Dororo (langue)
Wakalenjin	Kalenjin (peuple)
Malaika Rafaeli	Raphaël (archange)
Jiangxi	Jiangxi
Philipp Lenard	Philipp Lenard
Otto Hahn	Otto Hahn
James Franck	James Franck
Max von Laue	Max von Laue
Wilhelm Wien	Wilhelm Wien
Gustav Hertz	Gustav Ludwig Hertz
Otto Stern	Otto Stern
Daniel Gabriel Fahrenheit	Gabriel Fahrenheit
Nelly Sachs	Nelly Sachs
Fritz Haber	Fritz Haber
Ferdinand Braun	Ferdinand Braun
Adolf von Baeyer	Adolf von Baeyer
Papa Adrian VI	Adrien VI
Paul Ehrlich	Paul Ehrlich
Johannes Stark	Johannes Stark
Gottlieb Daimler	Gottlieb Daimler
Maria Goeppert-Mayer	Maria Goeppert-Mayer
Diane Kruger	Diane Kruger
Peter Grünberg	Peter Grünberg
Kaizari Sigismund	Sigismond de Luxembourg
Walther Nernst	Walther Nernst
Otto Wallach	Otto Wallach
Albrecht Kossel	Albrecht Kossel
Otto Meyerhof	Otto Fritz Meyerhof
Hans Krebs	Hans Adolf Krebs
Gerhard Domagk	Gerhard Domagk
Wolfgang Paul	Wolfgang Paul
Omar al-Bashir	Omar el-Béchir
Yoweri Kaguta Museveni	Yoweri Museveni
Jacob Zuma	Jacob Zuma
Harald V wa Norwei	Harald V
Mwai Kibaki	Mwai Kibaki
Ivan Gašparovič	Ivan Gašparovič
Abdelaziz Bouteflika	Abdelaziz Bouteflika
José Eduardo dos Santos	José Eduardo dos Santos
Blaise Compaoré	Blaise Compaoré
Mswati III wa Uswazi	Mswati III du Swaziland
Goodluck Jonathan	Goodluck Jonathan
Girma Wolde-Giorgis	Girma Wolde-Giorgis
Joseph Kabila	Joseph Kabila
Ningxia	Ningxia
Ernest Bai Koroma	Ernest Bai Koroma
Jakaya Kikwete	Jakaya Kikwete
Ali Bongo Ondimba	Ali Bongo
Muhamad VI	Mohammed VI
Hans Spemann	Hans Spemann
Mohammed bin Rashid Al Maktoum	Mohammed ben Rachid Al Maktoum
Raila Odinga	Raila Odinga
Jens Stoltenberg	Jens Stoltenberg
Mizengo Kayanza Peter Pinda	Mizengo Pinda
Mark Rutte	Mark Rutte
Ernst Boris Chain	Ernst Boris Chain
Upasteurishaji	Pasteurisation
Bernard Kamilius Membe	Bernard Membe
Moses Wetangula	Moses Wetangula
